date,artist,total_streams
2017-07-18,The Chainsmokers,1107653
2017-07-19,Post Malone,1589079
2017-07-19,Drake,2202955
2017-07-19,Ed Sheeran,1074285
2017-07-19,The Chainsmokers,1099400
2017-07-20,Post Malone,1581616
2017-07-20,Drake,2170136
2017-07-20,Ed Sheeran,1063593
2017-07-20,The Chainsmokers,1067598
2017-07-21,Post Malone,1613326
2017-07-21,Drake,2216258
2017-07-21,Ed Sheeran,733584
2017-07-21,The Chainsmokers,913454
2017-07-22,Post Malone,1535097
2017-07-22,Drake,2095964
2017-07-22,Ed Sheeran,678669
2017-07-22,The Chainsmokers,1030172
2017-07-23,Post Malone,1456418
2017-07-23,Drake,1934583
2017-07-23,Ed Sheeran,617658
2017-07-23,The Chainsmokers,935722
2017-07-24,Post Malone,1555320
2017-07-24,Drake,2016658
2017-07-24,Ed Sheeran,847514
2017-07-24,The Chainsmokers,1006212
2017-07-25,Post Malone,1595991
2017-07-25,Drake,2080430
2017-07-25,Ed Sheeran,697364
2017-07-25,The Chainsmokers,1051555
2017-07-26,Post Malone,1594482
2017-07-26,Drake,2076253
2017-07-26,Ed Sheeran,859522
2017-07-26,The Chainsmokers,1047449
2017-07-27,Post Malone,1585308
2017-07-27,Drake,2062407
2017-07-27,Ed Sheeran,865015
2017-07-27,The Chainsmokers,1028941
2017-07-28,Post Malone,1628985
2017-07-28,Drake,2120851
2017-07-28,Ed Sheeran,879396
2017-07-28,The Chainsmokers,1066917
2017-07-29,Post Malone,1561021
2017-07-29,Drake,2057312
2017-07-29,Ed Sheeran,828986
2017-07-29,The Chainsmokers,1006623
2017-07-30,Post Malone,1462350
2017-07-30,Drake,1907915
2017-07-30,Ed Sheeran,768796
2017-07-30,The Chainsmokers,924017
2017-07-31,Post Malone,1541120
2017-07-31,Drake,1950892
2017-07-31,Ed Sheeran,999004
2017-07-31,The Chainsmokers,1003078
2017-08-01,Post Malone,1551056
2017-08-01,Drake,1968114
2017-08-01,Ed Sheeran,993742
2017-08-01,The Chainsmokers,1014399
2017-08-02,Post Malone,1549685
2017-08-02,Drake,1900307
2017-08-02,Ed Sheeran,986985
2017-08-02,The Chainsmokers,990787
2017-08-03,Post Malone,1505843
2017-08-03,Drake,1860667
2017-08-03,Ed Sheeran,986988
2017-08-03,The Chainsmokers,987679
2017-08-04,Post Malone,1519982
2017-08-04,Drake,1884584
2017-08-04,Ed Sheeran,678639
2017-08-04,The Chainsmokers,1025458
2017-08-05,Post Malone,1458195
2017-08-05,Drake,1833754
2017-08-05,Ed Sheeran,641546
2017-08-05,The Chainsmokers,978303
2017-08-06,Post Malone,1360475
2017-08-06,Drake,1700359
2017-08-06,Ed Sheeran,732303
2017-08-06,The Chainsmokers,891928
2017-08-07,Post Malone,1407891
2017-08-07,Ed Sheeran,953345
2017-08-07,Drake,1714515
2017-08-07,The Chainsmokers,949290
2017-08-08,Post Malone,1443346
2017-08-08,Drake,1786406
2017-08-08,Ed Sheeran,959732
2017-08-08,The Chainsmokers,975577
2017-08-09,Post Malone,1462496
2017-08-09,Drake,1815730
2017-08-09,Ed Sheeran,966785
2017-08-09,The Chainsmokers,974133
2017-08-10,Post Malone,1463808
2017-08-10,Ed Sheeran,981110
2017-08-10,Drake,1800493
2017-08-10,The Chainsmokers,1006218
2017-08-11,Post Malone,1487561
2017-08-11,Ed Sheeran,668393
2017-08-11,Drake,1813444
2017-08-11,The Chainsmokers,1004238
2017-08-12,Post Malone,1418701
2017-08-12,Ed Sheeran,784730
2017-08-12,Drake,1751210
2017-08-12,The Chainsmokers,954299
2017-08-13,Post Malone,1345961
2017-08-13,Ed Sheeran,875170
2017-08-13,Drake,1653172
2017-08-13,The Chainsmokers,879343
2017-08-14,Post Malone,1394867
2017-08-14,Ed Sheeran,948748
2017-08-14,Drake,1662778
2017-08-14,The Chainsmokers,930612
2017-08-15,Post Malone,1416505
2017-08-15,Ed Sheeran,954058
2017-08-15,Drake,1701096
2017-08-15,The Chainsmokers,957810
2017-08-16,Post Malone,1415866
2017-08-16,Ed Sheeran,953374
2017-08-16,Drake,1699282
2017-08-16,The Chainsmokers,937829
2017-08-17,Post Malone,1428703
2017-08-17,Ed Sheeran,951663
2017-08-17,Drake,1701752
2017-08-17,The Chainsmokers,936977
2017-08-18,Post Malone,1479359
2017-08-18,Ed Sheeran,645036
2017-08-18,Drake,1719178
2017-08-18,The Chainsmokers,969168
2017-08-19,Post Malone,1436867
2017-08-19,Ed Sheeran,621734
2017-08-19,Drake,1655851
2017-08-19,The Chainsmokers,949848
2017-08-20,Post Malone,1356841
2017-08-20,Ed Sheeran,715872
2017-08-20,Drake,1545180
2017-08-20,The Chainsmokers,868471
2017-08-21,Post Malone,1362556
2017-08-21,Ed Sheeran,741150
2017-08-21,Drake,1503955
2017-08-21,The Chainsmokers,880604
2017-08-22,Post Malone,1436144
2017-08-22,Ed Sheeran,772802
2017-08-22,Drake,1585776
2017-08-22,The Chainsmokers,931540
2017-08-23,Post Malone,1430892
2017-08-23,Ed Sheeran,772830
2017-08-23,Drake,1580492
2017-08-23,The Chainsmokers,926344
2017-08-24,Post Malone,1475390
2017-08-24,Ed Sheeran,765467
2017-08-24,Drake,1615124
2017-08-24,The Chainsmokers,919987
2017-08-25,Post Malone,1519856
2017-08-25,Ed Sheeran,420398
2017-08-25,Drake,1605442
2017-08-25,The Chainsmokers,584257
2017-08-26,Post Malone,1496553
2017-08-26,Ed Sheeran,420329
2017-08-26,Drake,1608241
2017-08-26,The Chainsmokers,575669
2017-08-27,Post Malone,1329704
2017-08-27,Ed Sheeran,706035
2017-08-27,Drake,1407168
2017-08-27,The Chainsmokers,508422
2017-08-28,Post Malone,1442998
2017-08-28,Ed Sheeran,862912
2017-08-28,Drake,1465120
2017-08-28,The Chainsmokers,547817
2017-08-29,Post Malone,1464402
2017-08-29,Ed Sheeran,801627
2017-08-29,Drake,1533797
2017-08-29,The Chainsmokers,561431
2017-08-30,Post Malone,1483133
2017-08-30,Ed Sheeran,799723
2017-08-30,Drake,1571301
2017-08-30,The Chainsmokers,572078
2017-08-31,Post Malone,1496859
2017-08-31,Ed Sheeran,417783
2017-08-31,Drake,1599854
2017-08-31,The Chainsmokers,566436
2017-09-01,Post Malone,1566343
2017-09-01,Ed Sheeran,424969
2017-09-01,Drake,1650904
2017-09-01,The Chainsmokers,606384
2017-09-02,Post Malone,1430989
2017-09-02,Ed Sheeran,403745
2017-09-02,Drake,1551292
2017-09-02,The Chainsmokers,553681
2017-09-03,Post Malone,1340354
2017-09-03,Ed Sheeran,370746
2017-09-03,Drake,1453343
2017-09-03,The Chainsmokers,504614
2017-09-04,Post Malone,1380075
2017-09-04,Ed Sheeran,546981
2017-09-04,Drake,1455922
2017-09-04,The Chainsmokers,692617
2017-09-05,Post Malone,1392435
2017-09-05,Ed Sheeran,550337
2017-09-05,Drake,1453617
2017-09-05,The Chainsmokers,513268
2017-09-06,Post Malone,1401302
2017-09-06,Ed Sheeran,383342
2017-09-06,Drake,1466217
2017-09-06,The Chainsmokers,522466
2017-09-07,Post Malone,1436327
2017-09-07,Ed Sheeran,388462
2017-09-07,Drake,1498352
2017-09-07,The Chainsmokers,526993
2017-09-08,Post Malone,1467660
2017-09-08,Ed Sheeran,382449
2017-09-08,Drake,1528068
2017-09-08,The Chainsmokers,527194
2017-09-09,Post Malone,1379868
2017-09-09,Ed Sheeran,366650
2017-09-09,Drake,1468879
2017-09-09,The Chainsmokers,505159
2017-09-10,Post Malone,1272008
2017-09-10,Ed Sheeran,334844
2017-09-10,Drake,1334774
2017-09-10,The Chainsmokers,452438
2017-09-11,Post Malone,1331042
2017-09-11,Ed Sheeran,523933
2017-09-11,Drake,1359790
2017-09-11,The Chainsmokers,487561
2017-09-12,Post Malone,1395582
2017-09-12,Ed Sheeran,540941
2017-09-12,Drake,1441001
2017-09-12,The Chainsmokers,503663
2017-09-13,Post Malone,1432313
2017-09-13,Ed Sheeran,559630
2017-09-13,Drake,1471352
2017-09-13,The Chainsmokers,516583
2017-09-14,Post Malone,1490511
2017-09-14,Ed Sheeran,579123
2017-09-14,Drake,1519128
2017-09-14,The Chainsmokers,552054
2017-09-15,Post Malone,3366898
2017-09-15,Ed Sheeran,385462
2017-09-15,Drake,1522809
2017-09-15,The Chainsmokers,547597
2017-09-16,Post Malone,3381339
2017-09-16,Ed Sheeran,368863
2017-09-16,Drake,1431891
2017-09-16,The Chainsmokers,517926
2017-09-17,Post Malone,3540071
2017-09-17,Ed Sheeran,494953
2017-09-17,Drake,1285750
2017-09-17,The Chainsmokers,463142
2017-09-18,Post Malone,4559204
2017-09-18,Ed Sheeran,561927
2017-09-18,Drake,1347103
2017-09-18,The Chainsmokers,496466
2017-09-19,Post Malone,4723916
2017-09-19,Ed Sheeran,566390
2017-09-19,Drake,1392346
2017-09-19,The Chainsmokers,501055
2017-09-20,Post Malone,4778879
2017-09-20,Ed Sheeran,608782
2017-09-20,Drake,1417244
2017-09-20,The Chainsmokers,514978
2017-09-21,Post Malone,4828482
2017-09-21,Ed Sheeran,667903
2017-09-21,Drake,1428422
2017-09-21,The Chainsmokers,511146
2017-09-22,Post Malone,5011963
2017-09-22,Ed Sheeran,694000
2017-09-22,Drake,1460013
2017-09-22,The Chainsmokers,544270
2017-09-23,Post Malone,4570175
2017-09-23,Ed Sheeran,667227
2017-09-23,Drake,1393116
2017-09-23,The Chainsmokers,513256
2017-09-24,Post Malone,4223693
2017-09-24,Ed Sheeran,644417
2017-09-24,Drake,1273907
2017-09-24,The Chainsmokers,459290
2017-09-25,Post Malone,5097651
2017-09-25,Ed Sheeran,727957
2017-09-25,Drake,1314041
2017-09-25,The Chainsmokers,489847
2017-09-26,Post Malone,5717252
2017-09-26,Ed Sheeran,747735
2017-09-26,Drake,1528752
2017-09-26,The Chainsmokers,503627
2017-09-27,Post Malone,5908703
2017-09-27,Ed Sheeran,763007
2017-09-27,Drake,1388935
2017-09-27,The Chainsmokers,507264
2017-09-28,Post Malone,5887193
2017-09-28,Ed Sheeran,784482
2017-09-28,Drake,1410234
2017-09-28,The Chainsmokers,508308
2017-09-29,Post Malone,6037731
2017-09-29,Ed Sheeran,814077
2017-09-29,Drake,1435809
2017-09-29,The Chainsmokers,528243
2017-09-30,Post Malone,5392387
2017-09-30,Ed Sheeran,747376
2017-09-30,Drake,1560349
2017-09-30,The Chainsmokers,489296
2017-10-01,Post Malone,4862766
2017-10-01,Ed Sheeran,734426
2017-10-01,Drake,1411600
2017-10-01,The Chainsmokers,440288
2017-10-02,Post Malone,5454296
2017-10-02,Ed Sheeran,842071
2017-10-02,Drake,1460234
2017-10-02,The Chainsmokers,467805
2017-10-03,Post Malone,5569903
2017-10-03,Ed Sheeran,900781
2017-10-03,Drake,1326917
2017-10-03,The Chainsmokers,476260
2017-10-04,Post Malone,5621620
2017-10-04,Ed Sheeran,941990
2017-10-04,Drake,1542072
2017-10-04,The Chainsmokers,489374
2017-10-05,Post Malone,5689729
2017-10-05,Ed Sheeran,923561
2017-10-05,Drake,1557376
2017-10-05,The Chainsmokers,494655
2017-10-06,Post Malone,5940249
2017-10-06,Ed Sheeran,930472
2017-10-06,Drake,1392366
2017-10-06,The Chainsmokers,515888
2017-10-07,Post Malone,5544653
2017-10-07,Ed Sheeran,843834
2017-10-07,Drake,1492794
2017-10-07,The Chainsmokers,486583
2017-10-08,Post Malone,5090576
2017-10-08,Ed Sheeran,815082
2017-10-08,Drake,1340352
2017-10-08,The Chainsmokers,433705
2017-10-09,Post Malone,5657182
2017-10-09,Ed Sheeran,922808
2017-10-09,Drake,1391135
2017-10-09,The Chainsmokers,466990
2017-10-10,Post Malone,5737481
2017-10-10,Ed Sheeran,916223
2017-10-10,Drake,1417910
2017-10-10,The Chainsmokers,469589
2017-10-11,Post Malone,5779607
2017-10-11,Ed Sheeran,923365
2017-10-11,Drake,1404769
2017-10-11,The Chainsmokers,464387
2017-10-12,Post Malone,6181844
2017-10-12,Ed Sheeran,1154151
2017-10-12,Drake,1472326
2017-10-12,The Chainsmokers,464908
2017-10-13,Post Malone,6421339
2017-10-13,Ed Sheeran,932711
2017-10-13,Drake,1142776
2017-10-13,The Chainsmokers,483961
2017-10-14,Post Malone,6043792
2017-10-14,Ed Sheeran,909898
2017-10-14,Drake,1086451
2017-10-14,The Chainsmokers,454361
2017-10-14,Ozuna,170235
2017-10-15,Post Malone,5408778
2017-10-15,Ed Sheeran,817041
2017-10-15,Drake,1005636
2017-10-15,The Chainsmokers,415513
2017-10-15,Ozuna,153206
2017-10-16,Post Malone,6038012
2017-10-16,Ed Sheeran,942980
2017-10-16,Drake,1032843
2017-10-16,The Chainsmokers,441757
2017-10-17,Post Malone,6268494
2017-10-17,Ed Sheeran,983401
2017-10-17,Drake,1235516
2017-10-17,The Chainsmokers,451414
2017-10-18,Post Malone,6366954
2017-10-18,Ed Sheeran,1006172
2017-10-18,Drake,1222841
2017-10-18,The Chainsmokers,462294
2017-10-18,Ozuna,174572
2017-10-19,Post Malone,6541009
2017-10-19,Ed Sheeran,994408
2017-10-19,Drake,1264220
2017-10-19,The Chainsmokers,463344
2017-10-19,Ozuna,175067
2017-10-20,Post Malone,6672496
2017-10-20,Ed Sheeran,1007141
2017-10-20,Drake,922238
2017-10-20,The Chainsmokers,478036
2017-10-21,Post Malone,6013682
2017-10-21,Ed Sheeran,884547
2017-10-21,Drake,906503
2017-10-21,The Chainsmokers,446472
2017-10-21,Ozuna,183561
2017-10-22,Post Malone,5382538
2017-10-22,Ed Sheeran,831593
2017-10-22,Drake,991592
2017-10-22,The Chainsmokers,400700
2017-10-22,Ozuna,162087
2017-10-23,Post Malone,5995504
2017-10-23,Ed Sheeran,978914
2017-10-23,Drake,838598
2017-10-23,The Chainsmokers,426020
2017-10-24,Post Malone,6196483
2017-10-24,Ed Sheeran,1006142
2017-10-24,Drake,1085529
2017-10-24,The Chainsmokers,438551
2017-10-24,Ozuna,179989
2017-10-25,Post Malone,6360720
2017-10-25,Ed Sheeran,1022941
2017-10-25,Drake,1117667
2017-10-25,The Chainsmokers,454171
2017-10-25,Ozuna,186647
2017-10-26,Post Malone,6406998
2017-10-26,Ed Sheeran,1016179
2017-10-26,Drake,1095837
2017-10-26,The Chainsmokers,447454
2017-10-26,Ozuna,181433
2017-10-27,Post Malone,6510785
2017-10-27,Ed Sheeran,1008663
2017-10-27,Drake,1143157
2017-10-27,The Chainsmokers,461019
2017-10-27,Ozuna,193787
2017-10-28,Post Malone,5773394
2017-10-28,Ed Sheeran,892541
2017-10-28,Drake,1079611
2017-10-28,The Chainsmokers,425403
2017-10-28,Ozuna,179235
2017-10-29,Post Malone,5227570
2017-10-29,Ed Sheeran,832472
2017-10-29,Drake,1011663
2017-10-29,The Chainsmokers,383701
2017-10-29,Ozuna,158425
2017-10-30,Post Malone,5680226
2017-10-30,Ed Sheeran,960809
2017-10-30,Drake,965458
2017-10-30,The Chainsmokers,403953
2017-10-30,Ozuna,169368
2017-10-31,Post Malone,5683306
2017-10-31,Ed Sheeran,953523
2017-10-31,Drake,961533
2017-10-31,The Chainsmokers,407365
2017-11-01,Post Malone,5446826
2017-11-01,Ed Sheeran,937318
2017-11-01,Drake,841889
2017-11-01,The Chainsmokers,411494
2017-11-01,Ozuna,175439
2017-11-02,Post Malone,5946058
2017-11-02,Ed Sheeran,982289
2017-11-02,Drake,829968
2017-11-02,The Chainsmokers,427638
2017-11-02,Ozuna,181112
2017-11-03,Post Malone,6025373
2017-11-03,Ed Sheeran,1005662
2017-11-03,Drake,674687
2017-11-03,The Chainsmokers,447740
2017-11-04,Post Malone,5487119
2017-11-04,Ed Sheeran,914937
2017-11-04,Drake,821185
2017-11-04,The Chainsmokers,417232
2017-11-04,Ozuna,185494
2017-11-05,Post Malone,4951113
2017-11-05,Ed Sheeran,858871
2017-11-05,Drake,763178
2017-11-05,The Chainsmokers,376669
2017-11-05,Ozuna,164511
2017-11-06,Post Malone,5463516
2017-11-06,Ed Sheeran,989267
2017-11-06,Drake,615591
2017-11-06,The Chainsmokers,406289
2017-11-07,Post Malone,5678288
2017-11-07,Ed Sheeran,1050734
2017-11-07,Drake,644868
2017-11-07,The Chainsmokers,425400
2017-11-07,Ozuna,191293
2017-11-08,Post Malone,5653355
2017-11-08,Ed Sheeran,1034415
2017-11-08,Drake,649540
2017-11-08,The Chainsmokers,429066
2017-11-08,Ozuna,190574
2017-11-09,Post Malone,5697428
2017-11-09,Ed Sheeran,1029050
2017-11-09,Drake,854783
2017-11-09,The Chainsmokers,432504
2017-11-10,Post Malone,5805531
2017-11-10,Ed Sheeran,1061732
2017-11-10,Drake,864550
2017-11-10,The Chainsmokers,445263
2017-11-11,Post Malone,5420182
2017-11-11,Ed Sheeran,971309
2017-11-11,Drake,818492
2017-11-11,The Chainsmokers,412047
2017-11-12,Post Malone,5050139
2017-11-12,Ed Sheeran,914115
2017-11-12,Drake,759986
2017-11-12,The Chainsmokers,374381
2017-11-13,Post Malone,5517901
2017-11-13,Ed Sheeran,1030937
2017-11-13,Drake,776078
2017-11-13,The Chainsmokers,396333
2017-11-14,Post Malone,5577482
2017-11-14,Ed Sheeran,1082299
2017-11-14,Drake,809657
2017-11-14,The Chainsmokers,419938
2017-11-15,Post Malone,5597478
2017-11-15,Ed Sheeran,1097086
2017-11-15,Drake,825481
2017-11-15,The Chainsmokers,425633
2017-11-15,Ozuna,212235
2017-11-16,Post Malone,5631052
2017-11-16,Ed Sheeran,1090273
2017-11-16,Drake,843598
2017-11-16,The Chainsmokers,424862
2017-11-16,Ozuna,199270
2017-11-17,Post Malone,5817293
2017-11-17,Ed Sheeran,1100303
2017-11-17,Drake,864354
2017-11-17,The Chainsmokers,440517
2017-11-17,Ozuna,219272
2017-11-18,Post Malone,5533892
2017-11-18,Ed Sheeran,1019535
2017-11-18,Drake,845022
2017-11-18,Ozuna,213704
2017-11-18,The Chainsmokers,422797
2017-11-19,Post Malone,4976723
2017-11-19,Ed Sheeran,953067
2017-11-19,Drake,789549
2017-11-19,The Chainsmokers,385719
2017-11-19,Ozuna,189647
2017-11-20,Post Malone,5450093
2017-11-20,Ed Sheeran,1084772
2017-11-20,Drake,845912
2017-11-20,The Chainsmokers,443474
2017-11-20,Ozuna,194836
2017-11-21,Post Malone,5841326
2017-11-21,Ed Sheeran,1122344
2017-11-21,Drake,850446
2017-11-21,The Chainsmokers,443931
2017-11-21,Ozuna,216200
2017-11-22,Post Malone,5981340
2017-11-22,Ed Sheeran,1142711
2017-11-22,Drake,882412
2017-11-22,The Chainsmokers,461575
2017-11-22,Ozuna,225133
2017-11-23,Post Malone,5169964
2017-11-23,Ed Sheeran,1052708
2017-11-23,Drake,788499
2017-11-23,Ozuna,221854
2017-11-23,The Chainsmokers,388038
2017-11-24,Post Malone,4688136
2017-11-24,Ed Sheeran,867296
2017-11-24,Drake,692505
2017-11-24,Ozuna,181272
2017-11-24,The Chainsmokers,341328
2017-11-25,Post Malone,4889947
2017-11-25,Ed Sheeran,905899
2017-11-25,Drake,739566
2017-11-25,Ozuna,194633
2017-11-25,The Chainsmokers,362543
2017-11-26,Post Malone,4930021
2017-11-26,Ed Sheeran,936314
2017-11-26,Drake,748179
2017-11-26,The Chainsmokers,366602
2017-11-26,Ozuna,182727
2017-11-27,Post Malone,5296395
2017-11-27,Ed Sheeran,1041862
2017-11-27,Drake,596124
2017-11-27,Ozuna,196346
2017-11-27,The Chainsmokers,380584
2017-11-28,Post Malone,5437244
2017-11-28,Ed Sheeran,1078208
2017-11-28,Drake,605134
2017-11-28,Ozuna,203698
2017-11-28,The Chainsmokers,393025
2017-11-29,Post Malone,5442555
2017-11-29,Ed Sheeran,1071765
2017-11-29,Drake,622344
2017-11-29,Ozuna,203936
2017-11-29,The Chainsmokers,402198
2017-11-30,Post Malone,5462433
2017-11-30,Ed Sheeran,1109914
2017-11-30,Drake,824293
2017-11-30,The Chainsmokers,415716
2017-11-30,Ozuna,203170
2017-12-01,Post Malone,5843960
2017-12-01,Ed Sheeran,2388204
2017-12-01,Drake,449209
2017-12-01,Ozuna,213303
2017-12-01,The Chainsmokers,210002
2017-12-02,Post Malone,5423148
2017-12-02,Ed Sheeran,1924942
2017-12-02,Drake,437939
2017-12-02,Ozuna,209543
2017-12-02,The Chainsmokers,198560
2017-12-03,Post Malone,4931662
2017-12-03,Ed Sheeran,1753411
2017-12-03,Drake,408291
2017-12-03,Ozuna,187000
2017-12-04,Post Malone,5277719
2017-12-04,Ed Sheeran,1934769
2017-12-04,Drake,230139
2017-12-04,Ozuna,194708
2017-12-05,Post Malone,5362368
2017-12-05,Ed Sheeran,1932348
2017-12-05,Drake,451934
2017-12-05,The Chainsmokers,411241
2017-12-06,Post Malone,5303278
2017-12-06,Ed Sheeran,1912201
2017-12-06,Drake,703329
2017-12-06,The Chainsmokers,463982
2017-12-07,Post Malone,5371524
2017-12-07,Ed Sheeran,1893888
2017-12-07,Drake,993231
2017-12-07,The Chainsmokers,506167
2017-12-08,Post Malone,5317825
2017-12-08,Ed Sheeran,1827469
2017-12-08,Drake,745097
2017-12-08,The Chainsmokers,492755
2017-12-09,Post Malone,4956969
2017-12-09,Ed Sheeran,1590917
2017-12-09,Drake,689021
2017-12-09,The Chainsmokers,449483
2017-12-10,Post Malone,4646344
2017-12-10,Ed Sheeran,1503110
2017-12-10,Drake,649776
2017-12-10,The Chainsmokers,407572
2017-12-11,Post Malone,4944044
2017-12-11,Ed Sheeran,1631637
2017-12-11,Drake,470046
2017-12-11,The Chainsmokers,431539
2017-12-12,Post Malone,5183991
2017-12-12,Ed Sheeran,1722995
2017-12-12,Drake,482251
2017-12-12,The Chainsmokers,449731
2017-12-13,Post Malone,5158360
2017-12-13,Ed Sheeran,1680266
2017-12-13,Drake,686018
2017-12-13,The Chainsmokers,451224
2017-12-14,Post Malone,5204360
2017-12-14,Ed Sheeran,1671693
2017-12-14,Drake,695611
2017-12-14,The Chainsmokers,453768
2017-12-14,Ozuna,200669
2017-12-15,Post Malone,5181079
2017-12-15,Ed Sheeran,1659992
2017-12-15,Drake,479340
2017-12-15,The Chainsmokers,448567
2017-12-16,Post Malone,4958533
2017-12-16,Ed Sheeran,1552722
2017-12-16,Drake,467623
2017-12-16,The Chainsmokers,430578
2017-12-17,Post Malone,4481612
2017-12-17,Ed Sheeran,1410125
2017-12-17,Drake,438651
2017-12-17,The Chainsmokers,391655
2017-12-18,Post Malone,4847739
2017-12-18,Ed Sheeran,1532699
2017-12-18,Drake,431313
2017-12-18,The Chainsmokers,402266
2017-12-19,Post Malone,5064620
2017-12-19,Ed Sheeran,1571552
2017-12-19,Drake,447537
2017-12-19,The Chainsmokers,423799
2017-12-20,Post Malone,5034103
2017-12-20,Ed Sheeran,1569617
2017-12-20,Drake,451768
2017-12-20,The Chainsmokers,429773
2017-12-21,Post Malone,4980070
2017-12-21,Ed Sheeran,1533113
2017-12-21,Drake,451781
2017-12-21,The Chainsmokers,431184
2017-12-22,Post Malone,4857247
2017-12-22,Ed Sheeran,1473445
2017-12-22,Drake,236896
2017-12-22,The Chainsmokers,214459
2017-12-23,Post Malone,4415246
2017-12-23,Ed Sheeran,1353720
2017-12-23,Drake,227655
2017-12-23,Ozuna,226617
2017-12-24,Post Malone,4079774
2017-12-24,Ed Sheeran,1222253
2017-12-24,Drake,219424
2017-12-25,Post Malone,3391783
2017-12-25,Ed Sheeran,1011598
2017-12-26,Post Malone,4175448
2017-12-26,Ed Sheeran,1454382
2017-12-26,Drake,578787
2017-12-26,The Chainsmokers,409536
2017-12-26,Ozuna,375142
2017-12-27,Post Malone,4530189
2017-12-27,Ed Sheeran,1837502
2017-12-27,The Chainsmokers,495211
2017-12-27,Drake,844599
2017-12-27,Ozuna,423581
2017-12-28,Post Malone,4574720
2017-12-28,Ed Sheeran,1646849
2017-12-28,The Chainsmokers,479701
2017-12-28,Drake,866089
2017-12-28,Ozuna,423218
2017-12-29,Post Malone,4572778
2017-12-29,Ed Sheeran,1626386
2017-12-29,Drake,843217
2017-12-29,The Chainsmokers,466232
2017-12-29,Ozuna,430774
2017-12-30,Post Malone,4470530
2017-12-30,Ed Sheeran,1551097
2017-12-30,Drake,876530
2017-12-30,The Chainsmokers,468476
2017-12-30,Ozuna,420414
2017-12-31,Post Malone,4557903
2017-12-31,Ed Sheeran,1629944
2017-12-31,The Chainsmokers,801938
2017-12-31,Drake,998531
2017-12-31,Ozuna,412553
2018-01-01,Post Malone,4268109
2018-01-01,Ed Sheeran,1358036
2018-01-01,Drake,1074844
2018-01-01,The Chainsmokers,894090
2018-01-01,Ozuna,379529
2018-01-02,Post Malone,4274223
2018-01-02,Ed Sheeran,1543289
2018-01-02,The Chainsmokers,478560
2018-01-02,Drake,827523
2018-01-02,Ozuna,379156
2018-01-03,Post Malone,4529878
2018-01-03,Ed Sheeran,1436297
2018-01-03,The Chainsmokers,492554
2018-01-03,Drake,874663
2018-01-03,Ozuna,419610
2018-01-04,Post Malone,4460586
2018-01-04,Ed Sheeran,1390577
2018-01-04,Drake,822778
2018-01-04,The Chainsmokers,451223
2018-01-04,Ozuna,406103
2018-01-05,Post Malone,4617586
2018-01-05,Ed Sheeran,1406994
2018-01-05,Drake,844028
2018-01-05,Ozuna,440423
2018-01-05,The Chainsmokers,453478
2018-01-06,Post Malone,4440895
2018-01-06,Ed Sheeran,1312894
2018-01-06,Drake,832511
2018-01-06,Ozuna,427484
2018-01-06,The Chainsmokers,438755
2018-01-07,Post Malone,4158482
2018-01-07,Ed Sheeran,1234131
2018-01-07,Drake,780934
2018-01-07,Ozuna,383081
2018-01-07,The Chainsmokers,402479
2018-01-08,Post Malone,4412937
2018-01-08,Ed Sheeran,1351331
2018-01-08,Ozuna,440637
2018-01-08,Drake,788721
2018-01-08,The Chainsmokers,411712
2018-01-09,Post Malone,9074440
2018-01-09,Ed Sheeran,2734018
2018-01-09,Ozuna,922700
2018-01-09,Drake,1611316
2018-01-09,The Chainsmokers,859944
2018-01-10,Post Malone,4619874
2018-01-10,Ed Sheeran,1375226
2018-01-10,Ozuna,471166
2018-01-10,Drake,849279
2018-01-10,The Chainsmokers,439233
2018-01-11,Post Malone,4653369
2018-01-11,Ed Sheeran,1366639
2018-01-11,Ozuna,474268
2018-01-11,Drake,870758
2018-01-11,The Chainsmokers,447004
2018-01-12,Post Malone,4646343
2018-01-12,Ed Sheeran,1361822
2018-01-12,Ozuna,477594
2018-01-12,Drake,876025
2018-01-12,The Chainsmokers,446145
2018-01-13,Post Malone,4328722
2018-01-13,Ed Sheeran,1272291
2018-01-13,Ozuna,451691
2018-01-13,Drake,850320
2018-01-13,The Chainsmokers,428381
2018-01-14,Post Malone,3957782
2018-01-14,Ed Sheeran,1165297
2018-01-14,Drake,794788
2018-01-14,Ozuna,398310
2018-01-14,The Chainsmokers,383117
2018-01-15,Post Malone,4067813
2018-01-15,Ed Sheeran,1261500
2018-01-15,Drake,616585
2018-01-15,The Chainsmokers,405971
2018-01-15,Ozuna,189434
2018-01-16,Post Malone,4199186
2018-01-16,Ed Sheeran,1265412
2018-01-16,Drake,438278
2018-01-16,The Chainsmokers,403780
2018-01-16,Ozuna,194459
2018-01-17,Post Malone,4238959
2018-01-17,Ed Sheeran,1271050
2018-01-17,Drake,449236
2018-01-17,The Chainsmokers,442009
2018-01-17,Ozuna,191142
2018-01-18,Post Malone,4369453
2018-01-18,Ed Sheeran,1283341
2018-01-18,The Chainsmokers,860237
2018-01-18,Drake,652742
2018-01-18,Ozuna,202350
2018-01-19,Post Malone,4537076
2018-01-19,The Chainsmokers,1269649
2018-01-19,Ed Sheeran,1301218
2018-01-19,Drake,461825
2018-01-19,Ozuna,212181
2018-01-20,Drake,4882692
2018-01-20,Post Malone,4281674
2018-01-20,The Chainsmokers,1065760
