date,artist,total_streams
2018-08-04,Ed Sheeran,222128
2018-08-05,Drake,6991419
2018-08-05,Post Malone,4478382
2018-08-05,The Chainsmokers,475538
2018-08-05,Ed Sheeran,389602
2018-08-06,Drake,7119159
2018-08-06,Post Malone,4761091
2018-08-06,The Chainsmokers,522013
2018-08-06,Ed Sheeran,423180
2018-08-07,Drake,7106388
2018-08-07,Post Malone,4816777
2018-08-07,The Chainsmokers,531674
2018-08-07,Ed Sheeran,425666
2018-08-08,Drake,6955627
2018-08-08,Post Malone,4856121
2018-08-08,The Chainsmokers,524446
2018-08-08,Ed Sheeran,426629
2018-08-09,Drake,6723465
2018-08-09,Post Malone,4956481
2018-08-09,The Chainsmokers,534138
2018-08-09,Ed Sheeran,431860
2018-08-10,Drake,6375855
2018-08-10,Post Malone,4844902
2018-08-10,The Chainsmokers,325334
2018-08-10,Ed Sheeran,229508
2018-08-11,Drake,6160295
2018-08-11,Post Malone,4518970
2018-08-11,The Chainsmokers,286998
2018-08-11,Ed Sheeran,215401
2018-08-12,Drake,5605813
2018-08-12,Post Malone,4202358
2018-08-12,The Chainsmokers,282962
2018-08-12,Ed Sheeran,199468
2018-08-13,Drake,5677095
2018-08-13,Post Malone,4487418
2018-08-13,The Chainsmokers,284724
2018-08-13,Ed Sheeran,422747
2018-08-14,Drake,5715222
2018-08-14,Post Malone,4563687
2018-08-14,The Chainsmokers,284670
2018-08-14,Ed Sheeran,427753
2018-08-15,Drake,5656005
2018-08-15,Post Malone,4798120
2018-08-15,The Chainsmokers,280390
2018-08-15,Ed Sheeran,428666
2018-08-16,Drake,5603444
2018-08-16,Post Malone,4799767
2018-08-16,The Chainsmokers,280427
2018-08-16,Ed Sheeran,429176
2018-08-17,Drake,5579770
2018-08-17,Post Malone,4472757
2018-08-17,The Chainsmokers,249461
2018-08-17,Ed Sheeran,231124
2018-08-18,Drake,5724077
2018-08-18,Post Malone,4419162
2018-08-18,The Chainsmokers,225508
2018-08-18,Ed Sheeran,424373
2018-08-18,Ozuna,206246
2018-08-19,Drake,5175961
2018-08-19,Post Malone,4103094
2018-08-19,The Chainsmokers,222189
2018-08-19,Ed Sheeran,395986
2018-08-19,Ozuna,184762
2018-08-20,Drake,5168664
2018-08-20,Post Malone,4340513
2018-08-20,The Chainsmokers,230705
2018-08-20,Ed Sheeran,422831
2018-08-20,Ozuna,200350
2018-08-21,Drake,5254251
2018-08-21,Post Malone,4846206
2018-08-21,The Chainsmokers,229268
2018-08-21,Ed Sheeran,440010
2018-08-22,Drake,5274771
2018-08-22,Post Malone,4976112
2018-08-22,The Chainsmokers,237815
2018-08-22,Ed Sheeran,434824
2018-08-23,Drake,5291599
2018-08-23,Post Malone,4989264
2018-08-23,The Chainsmokers,239494
2018-08-23,Ed Sheeran,429205
2018-08-24,Drake,5317662
2018-08-24,Post Malone,4850381
2018-08-24,Ozuna,1825019
2018-08-24,The Chainsmokers,265176
2018-08-25,Drake,5165378
2018-08-25,Post Malone,4268434
2018-08-25,Ozuna,2272935
2018-08-25,The Chainsmokers,232293
2018-08-25,Ed Sheeran,217599
2018-08-26,Drake,4736317
2018-08-26,Post Malone,4000356
2018-08-26,Ozuna,1287720
2018-08-26,The Chainsmokers,223395
2018-08-26,Ed Sheeran,201735
2018-08-27,Drake,4698400
2018-08-27,Post Malone,4226242
2018-08-27,Ozuna,1293672
2018-08-27,The Chainsmokers,248207
2018-08-27,Ed Sheeran,212472
2018-08-28,Drake,4835581
2018-08-28,Post Malone,4299066
2018-08-28,Ozuna,568947
2018-08-28,The Chainsmokers,247276
2018-08-28,Ed Sheeran,216328
2018-08-29,Drake,4849003
2018-08-29,Post Malone,4359292
2018-08-29,Ozuna,545896
2018-08-29,The Chainsmokers,244923
2018-08-29,Ed Sheeran,210822
2018-08-30,Drake,4904133
2018-08-30,Post Malone,4642061
2018-08-30,Ozuna,572515
2018-08-30,The Chainsmokers,258833
2018-08-30,Ed Sheeran,421719
2018-08-31,Drake,5146215
2018-08-31,Post Malone,4582146
2018-08-31,Ozuna,365654
2018-08-31,The Chainsmokers,241531
2018-09-01,Drake,4805391
2018-09-01,Post Malone,4048757
2018-09-01,Ozuna,564040
2018-09-01,Ed Sheeran,207888
2018-09-01,The Chainsmokers,407717
2018-09-02,Drake,4290351
2018-09-02,Post Malone,3696116
2018-09-02,Ozuna,497516
2018-09-02,The Chainsmokers,192911
2018-09-02,Ed Sheeran,189188
2018-09-03,Drake,4201344
2018-09-03,Post Malone,3811712
2018-09-03,Ozuna,306399
2018-09-03,Ed Sheeran,390771
2018-09-03,The Chainsmokers,387546
2018-09-04,Drake,4308451
2018-09-04,Post Malone,3981132
2018-09-04,Ozuna,341296
2018-09-04,The Chainsmokers,223584
2018-09-04,Ed Sheeran,202884
2018-09-05,Drake,4433380
2018-09-05,Post Malone,4029821
2018-09-05,Ozuna,336288
2018-09-05,The Chainsmokers,213407
2018-09-06,Drake,4438460
2018-09-06,Post Malone,4041150
2018-09-06,Ozuna,328700
2018-09-06,The Chainsmokers,228699
2018-09-06,Ed Sheeran,208731
2018-09-07,Drake,4557643
2018-09-07,Post Malone,3678970
2018-09-07,Ozuna,324075
2018-09-08,Drake,4367731
2018-09-08,Post Malone,3175682
2018-09-08,Ozuna,314012
2018-09-09,Drake,3930197
2018-09-09,Post Malone,3105511
2018-09-09,Ozuna,273172
2018-09-10,Drake,3993326
2018-09-10,Post Malone,3819804
2018-09-10,Ozuna,302590
2018-09-11,Drake,4094939
2018-09-11,Post Malone,3898192
2018-09-11,Ozuna,306106
2018-09-12,Drake,4226046
2018-09-12,Post Malone,4019718
2018-09-12,Ozuna,312614
2018-09-13,Drake,4280396
2018-09-13,Post Malone,4090143
2018-09-13,Ozuna,315526
2018-09-14,Drake,4341935
2018-09-14,Post Malone,3719888
2018-09-14,Ozuna,312450
2018-09-15,Drake,4178861
2018-09-15,Post Malone,3446182
2018-09-15,Ozuna,308168
2018-09-15,Ed Sheeran,215085
2018-09-16,Drake,3704064
2018-09-16,Post Malone,3115331
2018-09-16,Ozuna,266824
2018-09-16,Ed Sheeran,193104
2018-09-17,Drake,3764535
2018-09-17,Post Malone,3608859
2018-09-17,Ozuna,297878
2018-09-18,Drake,3864023
2018-09-18,Post Malone,3679505
2018-09-18,Ozuna,299141
2018-09-18,Ed Sheeran,217058
2018-09-19,Drake,3933558
2018-09-19,Post Malone,3737145
2018-09-19,Ozuna,299678
2018-09-19,Ed Sheeran,226769
2018-09-20,Drake,3945805
2018-09-20,Post Malone,3757944
2018-09-20,Ozuna,296302
2018-09-20,Ed Sheeran,225432
2018-09-21,Drake,4119633
2018-09-21,Post Malone,3694032
2018-09-21,The Chainsmokers,617285
2018-09-21,Ozuna,301173
2018-09-21,Ed Sheeran,232410
2018-09-22,Drake,3980651
2018-09-22,Post Malone,3368320
2018-09-22,The Chainsmokers,559629
2018-09-22,Ozuna,292348
2018-09-22,Ed Sheeran,412632
2018-09-23,Drake,3534819
2018-09-23,Post Malone,3062488
2018-09-23,The Chainsmokers,268833
2018-09-23,Ozuna,256087
2018-09-23,Ed Sheeran,201944
2018-09-24,Drake,3567528
2018-09-24,Post Malone,3297943
2018-09-24,The Chainsmokers,391995
2018-09-24,Ozuna,285424
2018-09-24,Ed Sheeran,227258
2018-09-25,Drake,3702876
2018-09-25,Post Malone,3571893
2018-09-25,The Chainsmokers,437381
2018-09-25,Ozuna,289137
2018-09-25,Ed Sheeran,227877
2018-09-26,Drake,3764814
2018-09-26,Post Malone,3649993
2018-09-26,The Chainsmokers,493819
2018-09-26,Ozuna,297520
2018-09-26,Ed Sheeran,229896
2018-09-27,Drake,3724808
2018-09-27,Post Malone,3603591
2018-09-27,The Chainsmokers,537314
2018-09-27,Ozuna,293712
2018-09-27,Ed Sheeran,229818
2018-09-28,Drake,3413527
2018-09-28,Post Malone,3168828
2018-09-28,The Chainsmokers,561982
2018-09-28,Ozuna,292011
2018-09-29,Drake,3331183
2018-09-29,Post Malone,2924864
2018-09-29,The Chainsmokers,511005
2018-09-29,Ozuna,284948
2018-09-29,Ed Sheeran,209850
2018-09-30,Drake,3165515
2018-09-30,Post Malone,2657971
2018-09-30,The Chainsmokers,417636
2018-09-30,Ozuna,249400
2018-09-30,Ed Sheeran,201386
2018-10-01,Drake,3221595
2018-10-01,Post Malone,3087727
2018-10-01,The Chainsmokers,581725
2018-10-01,Ozuna,281290
2018-10-01,Ed Sheeran,228066
2018-10-02,Drake,3365134
2018-10-02,Post Malone,3227601
2018-10-02,The Chainsmokers,652222
2018-10-02,Ozuna,289090
2018-10-02,Ed Sheeran,228437
2018-10-03,Drake,3437916
2018-10-03,Post Malone,3346081
2018-10-03,The Chainsmokers,689679
2018-10-03,Ozuna,294008
2018-10-03,Ed Sheeran,227996
2018-10-04,Drake,3481515
2018-10-04,Post Malone,3408555
2018-10-04,The Chainsmokers,688246
2018-10-04,Ozuna,294214
2018-10-04,Ed Sheeran,228921
2018-10-05,Drake,3316632
2018-10-05,Post Malone,3287201
2018-10-05,The Chainsmokers,707646
2018-10-05,Ozuna,301145
2018-10-06,Drake,3180444
2018-10-06,Post Malone,2968827
2018-10-06,The Chainsmokers,650816
2018-10-06,Ozuna,289103
2018-10-07,Drake,2788158
2018-10-07,Post Malone,2652111
2018-10-07,The Chainsmokers,525118
2018-10-07,Ozuna,247361
2018-10-07,Ed Sheeran,191241
2018-10-08,Drake,2860741
2018-10-08,Post Malone,3119901
2018-10-08,The Chainsmokers,667984
2018-10-08,Ozuna,274613
2018-10-08,Ed Sheeran,221542
2018-10-09,Drake,2979145
2018-10-09,Post Malone,3225286
2018-10-09,The Chainsmokers,725162
2018-10-09,Ozuna,279763
2018-10-09,Ed Sheeran,221795
2018-10-10,Drake,2975306
2018-10-10,The Chainsmokers,783215
2018-10-10,Post Malone,3330164
2018-10-10,Ozuna,286728
2018-10-10,Ed Sheeran,222036
2018-10-11,Drake,3041483
2018-10-11,Post Malone,3430777
2018-10-11,The Chainsmokers,789575
2018-10-11,Ozuna,299208
2018-10-11,Ed Sheeran,223893
2018-10-12,Drake,3071252
2018-10-12,The Chainsmokers,820199
2018-10-12,Post Malone,3493393
2018-10-12,Ozuna,307200
2018-10-13,Drake,2993477
2018-10-13,Post Malone,3147977
2018-10-13,The Chainsmokers,917666
2018-10-13,Ozuna,289911
2018-10-13,Ed Sheeran,204335
2018-10-14,Drake,2958866
2018-10-14,Post Malone,2916079
2018-10-14,The Chainsmokers,804198
2018-10-14,Ozuna,255212
2018-10-14,Ed Sheeran,367961
2018-10-15,Drake,3057454
2018-10-15,The Chainsmokers,953631
2018-10-15,Post Malone,3153967
2018-10-15,Ozuna,268855
2018-10-15,Ed Sheeran,221069
2018-10-16,Drake,3157278
2018-10-16,Post Malone,3238364
2018-10-16,The Chainsmokers,728898
2018-10-16,Ozuna,253449
2018-10-16,Ed Sheeran,220117
2018-10-17,Drake,3221713
2018-10-17,Post Malone,3385515
2018-10-17,The Chainsmokers,721894
2018-10-17,Ozuna,255091
2018-10-17,Ed Sheeran,224848
2018-10-18,Drake,3235904
2018-10-18,Post Malone,3720842
2018-10-18,The Chainsmokers,690820
2018-10-18,Ozuna,255342
2018-10-18,Ed Sheeran,219940
2018-10-19,Post Malone,4946349
2018-10-19,Drake,3024989
2018-10-19,The Chainsmokers,578560
2018-10-19,Ozuna,262880
2018-10-20,Post Malone,4320885
2018-10-20,Drake,2923953
2018-10-20,The Chainsmokers,465446
2018-10-20,Ozuna,256383
2018-10-21,Post Malone,4061659
2018-10-21,Drake,2605482
2018-10-21,The Chainsmokers,387186
2018-10-21,Ozuna,221602
2018-10-21,Ed Sheeran,188414
2018-10-22,Post Malone,4629977
2018-10-22,Drake,2648663
2018-10-22,The Chainsmokers,483127
2018-10-22,Ozuna,240495
2018-10-22,Ed Sheeran,214967
2018-10-23,Post Malone,4703131
2018-10-23,Drake,2743906
2018-10-23,The Chainsmokers,489510
2018-10-23,Ozuna,243922
2018-10-23,Ed Sheeran,213042
2018-10-24,Post Malone,4633124
2018-10-24,Drake,2766224
2018-10-24,The Chainsmokers,494585
2018-10-24,Ozuna,245708
2018-10-24,Ed Sheeran,217847
2018-10-25,Post Malone,4677848
2018-10-25,Drake,2833546
2018-10-25,The Chainsmokers,491890
2018-10-25,Ozuna,250035
2018-10-25,Ed Sheeran,215614
2018-10-26,Post Malone,4669247
2018-10-26,Drake,2957301
2018-10-26,The Chainsmokers,725003
2018-10-26,Ozuna,259274
2018-10-27,Post Malone,4285322
2018-10-27,Drake,2907755
2018-10-27,The Chainsmokers,617334
2018-10-27,Ozuna,245185
2018-10-28,Post Malone,3885448
2018-10-28,Drake,2669027
2018-10-28,The Chainsmokers,547752
2018-10-28,Ozuna,214087
2018-10-29,Post Malone,4515391
2018-10-29,Drake,2556907
2018-10-29,The Chainsmokers,407716
2018-10-29,Ozuna,223098
2018-10-29,Ed Sheeran,208343
2018-10-30,Post Malone,4632117
2018-10-30,Drake,2625109
2018-10-30,The Chainsmokers,410728
2018-10-30,Ozuna,239588
2018-10-31,Post Malone,4569746
2018-10-31,Drake,2771130
2018-10-31,The Chainsmokers,713926
2018-10-31,Ozuna,244795
2018-11-01,Post Malone,4566912
2018-11-01,Drake,2658088
2018-11-01,The Chainsmokers,636544
2018-11-01,Ozuna,233690
2018-11-02,Post Malone,4433645
2018-11-02,Drake,2640902
2018-11-02,The Chainsmokers,384019
2018-11-02,Ozuna,240714
2018-11-03,Post Malone,4096839
2018-11-03,Drake,2596700
2018-11-03,The Chainsmokers,331678
2018-11-03,Ozuna,237611
2018-11-04,Post Malone,3636041
2018-11-04,Drake,2305406
2018-11-04,The Chainsmokers,302206
2018-11-04,Ozuna,202709
2018-11-05,Post Malone,4248366
2018-11-05,Drake,2308929
2018-11-05,The Chainsmokers,366858
2018-11-05,Ozuna,216783
2018-11-06,Post Malone,4244101
2018-11-06,Drake,2409143
2018-11-06,The Chainsmokers,377733
2018-11-06,Ozuna,221203
2018-11-07,Post Malone,4275120
2018-11-07,Drake,2382582
2018-11-07,The Chainsmokers,384330
2018-11-07,Ozuna,226182
2018-11-08,Post Malone,4277543
2018-11-08,Drake,2411263
2018-11-08,The Chainsmokers,379215
2018-11-08,Ozuna,223773
2018-11-09,Post Malone,3915364
2018-11-09,Drake,2014023
2018-11-09,The Chainsmokers,382541
2018-11-10,Post Malone,3580545
2018-11-10,Drake,2196717
2018-11-10,The Chainsmokers,339597
2018-11-10,Ozuna,220204
2018-11-11,Post Malone,3204051
2018-11-11,Drake,1983967
2018-11-11,The Chainsmokers,284040
2018-11-11,Ozuna,191464
2018-11-12,Post Malone,3422767
2018-11-12,Drake,1725368
2018-11-12,The Chainsmokers,317505
2018-11-13,Post Malone,3575070
2018-11-13,Drake,1758217
2018-11-13,The Chainsmokers,337619
2018-11-14,Post Malone,3704339
2018-11-14,Drake,1799910
2018-11-14,The Chainsmokers,560848
2018-11-15,Post Malone,3642340
2018-11-15,Drake,1793976
2018-11-15,The Chainsmokers,534034
2018-11-16,Post Malone,3781733
2018-11-16,Drake,1916064
2018-11-16,The Chainsmokers,1118209
2018-11-17,Post Malone,3696243
2018-11-17,Drake,2181771
2018-11-17,The Chainsmokers,978989
2018-11-17,Ozuna,220639
2018-11-18,Post Malone,3302633
2018-11-18,Drake,1975851
2018-11-18,The Chainsmokers,790731
2018-11-18,Ozuna,195673
2018-11-19,Post Malone,3613781
2018-11-19,Drake,1813645
2018-11-19,The Chainsmokers,933242
2018-11-19,Ozuna,204382
2018-11-20,Post Malone,3774214
2018-11-20,Drake,1926045
2018-11-20,The Chainsmokers,1009514
2018-11-20,Ozuna,213865
2018-11-21,Post Malone,3888998
2018-11-21,Drake,2051375
2018-11-21,The Chainsmokers,1009634
2018-11-21,Ozuna,225566
2018-11-22,Post Malone,3261962
2018-11-22,Drake,1796738
2018-11-22,The Chainsmokers,757458
2018-11-22,Ozuna,217768
2018-11-23,Post Malone,2939190
2018-11-23,Drake,1588720
2018-11-23,The Chainsmokers,479342
2018-11-23,Ozuna,180431
2018-11-24,Post Malone,3120467
2018-11-24,Drake,1676136
2018-11-24,The Chainsmokers,499077
2018-11-25,Post Malone,3124481
2018-11-25,Drake,1669350
2018-11-25,The Chainsmokers,501736
2018-11-26,Post Malone,3354667
2018-11-26,Drake,1644167
2018-11-26,The Chainsmokers,584151
2018-11-27,Post Malone,3472371
2018-11-27,Drake,1711732
2018-11-27,The Chainsmokers,552878
2018-11-28,Post Malone,3449999
2018-11-28,Drake,1684913
2018-11-28,The Chainsmokers,545127
2018-11-29,Post Malone,3472617
2018-11-29,Drake,1709738
2018-11-29,The Chainsmokers,298648
2018-11-30,Post Malone,3278092
2018-11-30,Drake,1752994
2018-12-01,Post Malone,3059860
2018-12-01,Drake,1725161
2018-12-02,Post Malone,2803095
2018-12-02,Drake,1551289
2018-12-03,Post Malone,3081867
2018-12-03,Drake,1546119
2018-12-03,The Chainsmokers,255885
2018-12-04,Post Malone,3189366
2018-12-04,Drake,1643970
2018-12-04,The Chainsmokers,280040
2018-12-05,Post Malone,3431837
2018-12-05,Drake,1651063
2018-12-05,The Chainsmokers,290540
2018-12-06,Post Malone,3704571
2018-12-06,Drake,2102491
2018-12-06,The Chainsmokers,265429
2018-12-07,Post Malone,3907784
2018-12-07,Drake,2277298
2018-12-07,The Chainsmokers,271021
2018-12-08,Post Malone,3624088
2018-12-08,Drake,2125375
2018-12-09,Post Malone,3280757
2018-12-09,Drake,1848076
2018-12-10,Post Malone,3646791
2018-12-10,Drake,1865709
2018-12-10,The Chainsmokers,228252
2018-12-11,Post Malone,3857469
2018-12-11,Drake,1964789
2018-12-11,The Chainsmokers,235839
2018-12-12,Post Malone,3872663
2018-12-12,Drake,1937610
2018-12-12,The Chainsmokers,249124
2018-12-13,Post Malone,3992601
2018-12-13,Drake,2007128
2018-12-14,Post Malone,4459867
2018-12-14,Drake,2004153
2018-12-14,The Chainsmokers,647878
2018-12-15,Post Malone,4253832
2018-12-15,Drake,1994156
2018-12-16,Post Malone,3856622
2018-12-16,Drake,1768590
2018-12-17,Post Malone,4231369
2018-12-17,Drake,1776355
2018-12-17,The Chainsmokers,251647
2018-12-18,Post Malone,4295621
2018-12-18,Drake,1848838
2018-12-18,The Chainsmokers,266041
2018-12-19,Post Malone,4274236
2018-12-19,Drake,1830274
2018-12-19,The Chainsmokers,264267
2018-12-20,Post Malone,4258097
2018-12-20,Drake,1844715
2018-12-20,The Chainsmokers,250201
2018-12-21,Post Malone,4356589
2018-12-21,Drake,1911289
2018-12-22,Post Malone,4183565
2018-12-22,Drake,1868040
2018-12-23,Post Malone,3805167
2018-12-23,Drake,1658216
2018-12-24,Post Malone,6042410
2018-12-24,Drake,1318225
2018-12-25,Post Malone,4415332
2018-12-25,Drake,1085438
2018-12-26,Post Malone,5839638
2018-12-26,Drake,1591773
2018-12-26,The Chainsmokers,237122
2018-12-27,Post Malone,6367102
2018-12-27,Drake,1733403
2018-12-27,The Chainsmokers,270763
2018-12-28,Post Malone,6726381
2018-12-28,Drake,1760973
2018-12-28,The Chainsmokers,275742
2018-12-29,Post Malone,6418916
2018-12-29,Drake,1760874
2018-12-29,The Chainsmokers,246371
2018-12-30,Post Malone,5964397
2018-12-30,Drake,1648825
2018-12-30,The Chainsmokers,216390
2018-12-31,Post Malone,6834812
2018-12-31,Drake,2008706
2018-12-31,The Chainsmokers,489995
2018-12-31,Ed Sheeran,426624
2019-01-01,Post Malone,12800692
2019-01-01,Drake,4830920
2019-01-01,The Chainsmokers,1077772
2019-01-01,Ed Sheeran,550098
2019-01-02,Post Malone,13539056
2019-01-02,Drake,3407966
2019-01-02,The Chainsmokers,952924
2019-01-02,Ed Sheeran,399682
2019-01-03,Post Malone,13571264
2019-01-03,Drake,3539312
2019-01-03,The Chainsmokers,992742
2019-01-03,Ed Sheeran,408306
2019-01-04,Post Malone,13633814
2019-01-04,Drake,3690312
2019-01-04,The Chainsmokers,1030042
2019-01-04,Ed Sheeran,416564
2019-01-05,Post Malone,12917694
2019-01-05,Drake,3626052
2019-01-05,The Chainsmokers,961136
2019-01-06,Post Malone,11816272
2019-01-06,Drake,3264718
2019-01-06,The Chainsmokers,851172
2019-01-07,Post Malone,13417616
2019-01-07,Drake,3355078
2019-01-07,The Chainsmokers,1025782
2019-01-08,Post Malone,13623122
2019-01-08,Drake,3428682
2019-01-08,The Chainsmokers,1073074
2019-01-09,Post Malone,13540142
2019-01-09,Drake,3360392
2019-01-09,The Chainsmokers,1521776
2019-01-10,Post Malone,13881704
2019-01-10,Drake,3338880
2019-01-10,The Chainsmokers,1561324
2019-01-11,Post Malone,14210426
2019-01-11,Drake,3487400
2019-01-11,The Chainsmokers,1241686
2019-01-12,Post Malone,13142870
2019-01-12,Drake,3384648
2019-01-12,The Chainsmokers,1559722
2019-01-13,Post Malone,11804460
2019-01-13,Drake,3022874
2019-01-13,The Chainsmokers,1370932
2019-01-14,Post Malone,13152092
2019-01-14,Drake,3076756
2019-01-14,The Chainsmokers,1293578
2019-01-15,Post Malone,13238040
2019-01-15,Drake,3221460
2019-01-15,The Chainsmokers,1347548
2019-01-16,Post Malone,13271404
2019-01-16,Drake,3227016
2019-01-16,The Chainsmokers,1416550
2019-01-17,Post Malone,13187002
2019-01-17,Drake,3257192
2019-01-17,The Chainsmokers,1436816
2019-01-18,Post Malone,13673160
2019-01-18,Drake,3413064
2019-01-18,The Chainsmokers,1559136
2019-01-19,Post Malone,12626808
2019-01-19,Drake,3344922
2019-01-19,The Chainsmokers,1331650
2019-01-20,Post Malone,11164382
2019-01-20,Drake,2960214
2019-01-20,The Chainsmokers,1110444
2019-01-21,Post Malone,11769604
2019-01-21,Drake,2939750
2019-01-21,The Chainsmokers,1366676
2019-01-22,Post Malone,12670052
2019-01-22,Drake,2966092
2019-01-22,The Chainsmokers,1589538
2019-01-23,Post Malone,12767058
2019-01-23,Drake,3045818
2019-01-23,The Chainsmokers,1607958
2019-01-24,Post Malone,12962530
2019-01-24,Drake,3012744
2019-01-24,The Chainsmokers,1608340
2019-01-25,Post Malone,13111578
2019-01-25,Drake,3157328
2019-01-25,The Chainsmokers,1632250
2019-01-26,Post Malone,12338698
2019-01-26,Drake,3179824
2019-01-26,The Chainsmokers,1442244
2019-01-26,Ozuna,428294
2019-01-27,Post Malone,11210980
2019-01-27,Drake,2860784
2019-01-27,The Chainsmokers,1273824
2019-01-28,Post Malone,12053880
2019-01-28,The Chainsmokers,1617314
2019-01-28,Drake,2769140
2019-01-29,Post Malone,12482246
2019-01-29,The Chainsmokers,1788816
2019-01-29,Drake,2843442
2019-01-30,Post Malone,12010318
2019-01-30,The Chainsmokers,1770734
2019-01-30,Drake,2791374
2019-01-31,Post Malone,12060760
2019-01-31,The Chainsmokers,1831072
2019-01-31,Drake,2794488
2019-02-01,Post Malone,12637106
2019-02-01,The Chainsmokers,1966676
2019-02-01,Drake,2949354
2019-02-01,Ozuna,478644
2019-02-02,Post Malone,12017688
2019-02-02,The Chainsmokers,1749260
2019-02-02,Drake,2995010
2019-02-02,Ozuna,458638
2019-02-03,Post Malone,11152340
2019-02-03,The Chainsmokers,1573950
2019-02-03,Drake,2798318
2019-02-03,Ozuna,417360
2019-02-04,Post Malone,11162398
2019-02-04,The Chainsmokers,1659632
2019-02-04,Drake,2586348
2019-02-04,Ozuna,433862
2019-02-05,Post Malone,11986186
2019-02-05,The Chainsmokers,1735102
2019-02-05,Drake,2810564
2019-02-05,Ozuna,468158
2019-02-06,Post Malone,11826514
2019-02-06,The Chainsmokers,1708196
2019-02-06,Drake,2793260
2019-02-06,Ozuna,464216
2019-02-07,Post Malone,11900486
2019-02-07,The Chainsmokers,1691534
2019-02-07,Drake,2818462
2019-02-07,Ozuna,466558
2019-02-08,Post Malone,11944560
2019-02-08,The Chainsmokers,3109486
2019-02-08,Drake,2905518
2019-02-08,Ozuna,486192
2019-02-09,Post Malone,11070864
2019-02-09,The Chainsmokers,2428902
2019-02-09,Drake,2865284
2019-02-09,Ozuna,459826
2019-02-10,Post Malone,10069674
2019-02-10,The Chainsmokers,2034330
2019-02-10,Drake,2609676
2019-02-10,Ozuna,409476
2019-02-11,Post Malone,11464786
2019-02-11,The Chainsmokers,2475932
2019-02-11,Drake,2704946
2019-02-11,Ozuna,432412
2019-02-12,Post Malone,11225208
2019-02-12,The Chainsmokers,2614712
2019-02-12,Drake,2733854
2019-02-12,Ozuna,457416
2019-02-13,Post Malone,11125558
2019-02-13,The Chainsmokers,2613314
2019-02-13,Drake,2739790
2019-02-13,Ozuna,456312
2019-02-14,Post Malone,11333928
2019-02-14,The Chainsmokers,2549714
2019-02-14,Drake,2917292
2019-02-14,Ed Sheeran,745430
2019-02-14,Ozuna,472924
