date,streams,position,mean_streams,max_position
2018-08-01,1245452,5,504844,182
2018-08-01,1051852,9,504844,182
2018-08-01,663785,21,504844,182
2018-08-01,609095,26,504844,182
2018-08-01,600696,27,504844,182
2018-08-01,447786,48,504844,182
2018-08-01,366596,62,504844,182
2018-08-01,349978,68,504844,182
2018-08-01,348119,69,504844,182
2018-08-01,255635,122,504844,182
2018-08-01,217510,163,504844,182
2018-08-01,203646,180,504844,182
2018-08-01,202817,182,504844,182
2018-08-02,1233912,5,502115,186
2018-08-02,1035966,9,502115,186
2018-08-02,662843,19,502115,186
2018-08-02,605805,26,502115,186
2018-08-02,600429,27,502115,186
2018-08-02,447228,47,502115,186
2018-08-02,365652,62,502115,186
2018-08-02,350378,65,502115,186
2018-08-02,350187,66,502115,186
2018-08-02,256329,124,502115,186
2018-08-02,215137,169,502115,186
2018-08-02,202178,185,502115,186
2018-08-02,201455,186,502115,186
2018-08-03,1183919,23,564179,173
2018-08-03,983744,28,564179,173
2018-08-03,635343,39,564179,173
2018-08-03,584816,43,564179,173
2018-08-03,564547,47,564179,173
2018-08-03,427403,73,564179,173
2018-08-03,347137,102,564179,173
2018-08-03,340747,103,564179,173
2018-08-03,332893,105,564179,173
2018-08-03,241243,173,564179,173
2018-08-04,1110054,20,535123,164
2018-08-04,943376,26,535123,164
2018-08-04,597559,37,535123,164
2018-08-04,550655,43,535123,164
2018-08-04,534065,48,535123,164
2018-08-04,399078,64,535123,164
2018-08-04,332686,90,535123,164
2018-08-04,330204,92,535123,164
2018-08-04,322691,96,535123,164
2018-08-04,230861,164,535123,164
2018-08-05,1036192,13,476285,192
2018-08-05,871549,25,476285,192
2018-08-05,568932,38,476285,192
2018-08-05,520400,42,476285,192
2018-08-05,510339,45,476285,192
2018-08-05,376590,61,476285,192
2018-08-05,319732,77,476285,192
2018-08-05,313901,83,476285,192
2018-08-05,312244,84,476285,192
2018-08-05,222792,152,476285,192
2018-08-05,186460,192,476285,192
2018-08-06,1098231,9,504609,198
2018-08-06,926702,21,504609,198
2018-08-06,604972,38,504609,198
2018-08-06,553606,43,504609,198
2018-08-06,541023,44,504609,198
2018-08-06,397262,61,504609,198
2018-08-06,339060,79,504609,198
2018-08-06,328400,86,504609,198
2018-08-06,326583,89,504609,198
2018-08-06,237083,151,504609,198
2018-08-06,197777,198,504609,198
2018-08-07,1095515,7,503339,199
2018-08-07,924638,18,503339,199
2018-08-07,604676,38,503339,199
2018-08-07,548758,42,503339,199
2018-08-07,543265,43,503339,199
2018-08-07,396151,63,503339,199
2018-08-07,337662,80,503339,199
2018-08-07,327283,89,503339,199
2018-08-07,326924,90,503339,199
2018-08-07,234722,154,503339,199
2018-08-07,197132,199,503339,199
2018-08-08,1094634,7,531958,153
2018-08-08,923278,14,531958,153
2018-08-08,603463,36,531958,153
2018-08-08,546028,41,531958,153
2018-08-08,544410,42,531958,153
2018-08-08,392094,61,531958,153
2018-08-08,335027,82,531958,153
2018-08-08,324419,90,531958,153
2018-08-08,323648,91,531958,153
2018-08-08,232576,153,531958,153
2018-08-09,1102462,7,506881,197
2018-08-09,930158,13,506881,197
2018-08-09,609592,32,506881,197
2018-08-09,555963,39,506881,197
2018-08-09,551172,40,506881,197
2018-08-09,397244,61,506881,197
2018-08-09,337997,81,506881,197
2018-08-09,329262,85,506881,197
2018-08-09,327297,87,506881,197
2018-08-09,234423,156,506881,197
2018-08-09,200123,197,506881,197
2018-08-10,1117428,8,541099,186
2018-08-10,939562,14,541099,186
2018-08-10,614408,36,541099,186
2018-08-10,563796,48,541099,186
2018-08-10,550249,52,541099,186
2018-08-10,394817,79,541099,186
2018-08-10,337815,105,541099,186
2018-08-10,332651,108,541099,186
2018-08-10,326146,115,541099,186
2018-08-10,234119,186,541099,186
2018-08-11,1089269,7,524458,181
2018-08-11,917501,15,524458,181
2018-08-11,592120,27,524458,181
2018-08-11,541170,34,524458,181
2018-08-11,523614,43,524458,181
2018-08-11,382866,75,524458,181
2018-08-11,326678,99,524458,181
2018-08-11,325802,100,524458,181
2018-08-11,320139,102,524458,181
2018-08-11,225416,181,524458,181
2018-08-12,1031147,6,499342,170
2018-08-12,854719,13,499342,170
2018-08-12,569008,27,499342,170
2018-08-12,517666,31,499342,170
2018-08-12,502641,35,499342,170
2018-08-12,370272,61,499342,170
2018-08-12,313210,90,499342,170
2018-08-12,310681,92,499342,170
2018-08-12,307512,94,499342,170
2018-08-12,216565,170,499342,170
2018-08-13,1077933,6,525231,164
2018-08-13,893519,13,525231,164
2018-08-13,602160,26,525231,164
2018-08-13,550689,33,525231,164
2018-08-13,541368,35,525231,164
2018-08-13,385302,66,525231,164
2018-08-13,331541,93,525231,164
2018-08-13,320307,98,525231,164
2018-08-13,319079,99,525231,164
2018-08-13,230413,164,525231,164
2018-08-14,1095419,6,532917,167
2018-08-14,933789,13,532917,167
2018-08-14,606325,26,532917,167
2018-08-14,553907,33,532917,167
2018-08-14,541812,35,532917,167
2018-08-14,389155,60,532917,167
2018-08-14,333969,87,532917,167
2018-08-14,323929,91,532917,167
2018-08-14,320643,94,532917,167
2018-08-14,230221,167,532917,167
2018-08-15,1099124,6,529679,164
2018-08-15,936338,13,529679,164
2018-08-15,597820,27,529679,164
2018-08-15,548517,32,529679,164
2018-08-15,534319,34,529679,164
2018-08-15,384699,61,529679,164
2018-08-15,330829,88,529679,164
2018-08-15,322010,90,529679,164
2018-08-15,313912,95,529679,164
2018-08-15,229220,164,529679,164
2018-08-16,1091046,6,526815,170
2018-08-16,913811,13,526815,170
2018-08-16,595256,27,526815,170
2018-08-16,551368,33,526815,170
2018-08-16,532502,36,526815,170
2018-08-16,385813,63,526815,170
2018-08-16,331412,89,526815,170
2018-08-16,322546,92,526815,170
2018-08-16,315716,96,526815,170
2018-08-16,228679,170,526815,170
2018-08-17,1092231,10,538684,191
2018-08-17,936479,20,538684,191
2018-08-17,613911,41,538684,191
2018-08-17,568636,45,538684,191
2018-08-17,542085,50,538684,191
2018-08-17,396260,76,538684,191
2018-08-17,337268,102,538684,191
2018-08-17,333182,107,538684,191
2018-08-17,332922,108,538684,191
2018-08-17,233864,191,538684,191
2018-08-18,1053074,8,529795,165
2018-08-18,923534,13,529795,165
2018-08-18,600846,33,529795,165
2018-08-18,554599,37,529795,165
2018-08-18,531431,44,529795,165
2018-08-18,393669,68,529795,165
2018-08-18,340613,84,529795,165
2018-08-18,337383,86,529795,165
2018-08-18,332946,91,529795,165
2018-08-18,229851,165,529795,165
2018-08-19,999459,7,477715,193
2018-08-19,863088,14,477715,193
2018-08-19,580075,28,477715,193
2018-08-19,534015,34,477715,193
2018-08-19,510806,39,477715,193
2018-08-19,381556,60,477715,193
2018-08-19,327643,78,477715,193
2018-08-19,323301,81,477715,193
2018-08-19,321202,83,477715,193
2018-08-19,222599,155,477715,193
2018-08-19,191121,193,477715,193
2018-08-20,1029011,7,522300,163
2018-08-20,893171,14,522300,163
2018-08-20,602570,31,522300,163
2018-08-20,560454,35,522300,163
2018-08-20,527970,40,522300,163
2018-08-20,391607,64,522300,163
2018-08-20,336263,86,522300,163
2018-08-20,330770,88,522300,163
2018-08-20,319875,96,522300,163
2018-08-20,231308,163,522300,163
2018-08-21,1046975,7,506289,200
2018-08-21,933046,13,506289,200
2018-08-21,615001,31,506289,200
2018-08-21,574910,33,506289,200
2018-08-21,541927,37,506289,200
2018-08-21,401938,61,506289,200
2018-08-21,342854,84,506289,200
2018-08-21,341085,85,506289,200
2018-08-21,330353,93,506289,200
2018-08-21,236182,161,506289,200
2018-08-21,204910,200,506289,200
2018-08-22,1061260,7,516668,196
2018-08-22,952069,11,516668,196
2018-08-22,631168,30,516668,196
2018-08-22,588965,33,516668,196
2018-08-22,551862,36,516668,196
2018-08-22,411425,57,516668,196
2018-08-22,351126,84,516668,196
2018-08-22,346785,85,516668,196
2018-08-22,337043,88,516668,196
2018-08-22,242226,160,516668,196
2018-08-22,209421,196,516668,196
2018-08-23,1063914,7,520713,195
2018-08-23,952660,11,520713,195
2018-08-23,644064,28,520713,195
2018-08-23,596918,33,520713,195
2018-08-23,557540,37,520713,195
2018-08-23,415248,53,520713,195
2018-08-23,352848,76,520713,195
2018-08-23,348060,80,520713,195
2018-08-23,341720,84,520713,195
2018-08-23,244148,157,520713,195
2018-08-23,210724,195,520713,195
2018-08-24,1071258,9,556198,180
2018-08-24,971663,11,556198,180
2018-08-24,646843,27,556198,180
2018-08-24,598304,32,556198,180
2018-08-24,562217,38,556198,180
2018-08-24,417397,58,556198,180
2018-08-24,351245,84,556198,180
2018-08-24,351098,85,556198,180
2018-08-24,349416,87,556198,180
2018-08-24,242541,180,556198,180
2018-08-25,1017167,7,530226,169
2018-08-25,930420,11,530226,169
2018-08-25,616126,24,530226,169
2018-08-25,571769,31,530226,169
2018-08-25,528646,37,530226,169
2018-08-25,400494,53,530226,169
2018-08-25,341117,72,530226,169
2018-08-25,339251,74,530226,169
2018-08-25,330159,80,530226,169
2018-08-25,227114,169,530226,169
2018-08-26,975208,5,436565,198
2018-08-26,874053,11,436565,198
2018-08-26,599213,22,436565,198
2018-08-26,552651,30,436565,198
2018-08-26,514339,36,436565,198
2018-08-26,389025,49,436565,198
2018-08-26,328007,69,436565,198
2018-08-26,324416,71,436565,198
2018-08-26,322125,73,436565,198
2018-08-26,222622,155,436565,198
2018-08-26,191892,193,436565,198
2018-08-26,191326,196,436565,198
2018-08-26,190462,198,436565,198
2018-08-27,999423,6,527882,163
2018-08-27,902223,12,527882,163
2018-08-27,621880,23,527882,163
2018-08-27,578056,32,527882,163
2018-08-27,536462,37,527882,163
2018-08-27,417457,48,527882,163
2018-08-27,337775,74,527882,163
2018-08-27,330171,79,527882,163
2018-08-27,322458,83,527882,163
2018-08-27,232920,163,527882,163
2018-08-28,1021230,8,511077,198
2018-08-28,937205,12,511077,198
2018-08-28,634634,23,511077,198
2018-08-28,588942,32,511077,198
2018-08-28,547317,37,511077,198
2018-08-28,432049,49,511077,198
2018-08-28,343496,77,511077,198
2018-08-28,338746,78,511077,198
2018-08-28,332717,82,511077,198
2018-08-28,237034,161,511077,198
2018-08-28,208481,198,511077,198
2018-08-29,1036226,6,494825,198
2018-08-29,961728,9,494825,198
2018-08-29,646985,22,494825,198
2018-08-29,602896,30,494825,198
2018-08-29,553954,36,494825,198
2018-08-29,439892,46,494825,198
2018-08-29,350816,71,494825,198
2018-08-29,344968,77,494825,198
2018-08-29,340447,80,494825,198
2018-08-29,241346,156,494825,198
2018-08-29,211797,188,494825,198
2018-08-29,206842,198,494825,198
2018-08-30,1048379,6,501190,195
2018-08-30,970491,9,501190,195
2018-08-30,653898,22,501190,195
2018-08-30,612234,29,501190,195
2018-08-30,561342,35,501190,195
2018-08-30,446131,46,501190,195
2018-08-30,353786,71,501190,195
2018-08-30,350577,72,501190,195
2018-08-30,348940,73,501190,195
2018-08-30,244904,155,501190,195
2018-08-30,214761,187,501190,195
2018-08-30,208834,195,501190,195
2018-08-31,1086869,16,572880,180
2018-08-31,994183,21,572880,180
2018-08-31,665385,38,572880,180
2018-08-31,625179,42,572880,180
2018-08-31,571751,49,572880,180
2018-08-31,452390,62,572880,180
2018-08-31,365533,83,572880,180
2018-08-31,362579,85,572880,180
2018-08-31,358176,86,572880,180
2018-08-31,246755,180,572880,180
2018-09-01,1006733,16,531387,163
2018-09-01,927207,19,531387,163
2018-09-01,616771,36,531387,163
2018-09-01,571053,42,531387,163
2018-09-01,527448,46,531387,163
2018-09-01,409994,60,531387,163
2018-09-01,351555,74,531387,163
2018-09-01,346821,76,531387,163
2018-09-01,330045,84,531387,163
2018-09-01,226245,163,531387,163
2018-09-02,923039,12,463045,191
2018-09-02,831058,16,463045,191
2018-09-02,579907,33,463045,191
2018-09-02,535106,40,463045,191
2018-09-02,489868,46,463045,191
2018-09-02,378250,59,463045,191
2018-09-02,322891,74,463045,191
2018-09-02,322116,75,463045,191
2018-09-02,309927,82,463045,191
2018-09-02,212612,160,463045,191
2018-09-02,188721,191,463045,191
2018-09-03,949163,11,451301,200
2018-09-03,851143,15,451301,200
2018-09-03,599872,33,451301,200
2018-09-03,549413,38,451301,200
2018-09-03,508409,44,451301,200
2018-09-03,389415,60,451301,200
2018-09-03,327900,76,451301,200
2018-09-03,322624,77,451301,200
2018-09-03,319433,79,451301,200
2018-09-03,219223,158,451301,200
2018-09-03,192469,190,451301,200
2018-09-03,186552,200,451301,200
2018-09-04,961248,14,491623,194
2018-09-04,903684,18,491623,194
2018-09-04,621546,35,491623,194
2018-09-04,578677,40,491623,194
2018-09-04,519532,47,491623,194
2018-09-04,402210,62,491623,194
2018-09-04,336146,87,491623,194
2018-09-04,328452,90,491623,194
2018-09-04,320728,96,491623,194
2018-09-04,229963,163,491623,194
2018-09-04,205668,194,491623,194
2018-09-05,976759,12,503708,197
2018-09-05,957108,13,503708,197
2018-09-05,628197,34,503708,197
2018-09-05,592447,39,503708,197
2018-09-05,525936,48,503708,197
2018-09-05,409916,62,503708,197
2018-09-05,341336,85,503708,197
2018-09-05,335862,88,503708,197
2018-09-05,331054,89,503708,197
2018-09-05,233654,170,503708,197
2018-09-05,208516,197,503708,197
2018-09-06,980470,11,505701,198
2018-09-06,955865,13,505701,198
2018-09-06,631497,31,505701,198
2018-09-06,596921,35,505701,198
2018-09-06,525403,47,505701,198
2018-09-06,411732,64,505701,198
2018-09-06,342134,85,505701,198
2018-09-06,338786,86,505701,198
2018-09-06,335233,88,505701,198
2018-09-06,235842,169,505701,198
2018-09-06,208832,198,505701,198
2018-09-07,1006781,8,542161,188
2018-09-07,942995,12,542161,188
2018-09-07,642071,30,542161,188
2018-09-07,603189,35,542161,188
2018-09-07,534166,50,542161,188
2018-09-07,416292,73,542161,188
2018-09-07,348740,91,542161,188
2018-09-07,346823,93,542161,188
2018-09-07,343472,97,542161,188
2018-09-07,237079,188,542161,188
2018-09-08,978768,10,520151,187
2018-09-08,907042,12,520151,187
2018-09-08,610747,35,520151,187
2018-09-08,566173,42,520151,187
2018-09-08,514084,48,520151,187
2018-09-08,393449,73,520151,187
2018-09-08,346622,87,520151,187
2018-09-08,343979,89,520151,187
2018-09-08,318540,101,520151,187
2018-09-08,222107,187,520151,187
2018-09-09,922695,8,466736,200
2018-09-09,829170,10,466736,200
2018-09-09,585686,25,466736,200
2018-09-09,543542,32,466736,200
2018-09-09,497857,40,466736,200
2018-09-09,381557,62,466736,200
2018-09-09,338416,75,466736,200
2018-09-09,321434,79,466736,200
2018-09-09,310289,84,466736,200
2018-09-09,215389,161,466736,200
2018-09-09,188061,200,466736,200
2018-09-10,961645,9,523500,170
2018-09-10,877853,12,523500,170
2018-09-10,631262,27,523500,170
2018-09-10,588174,34,523500,170
2018-09-10,529501,43,523500,170
2018-09-10,406600,63,523500,170
2018-09-10,350126,82,523500,170
2018-09-10,336126,87,523500,170
2018-09-10,321092,92,523500,170
2018-09-10,232626,170,523500,170
2018-09-11,966178,8,526214,167
2018-09-11,906118,11,526214,167
2018-09-11,628111,26,526214,167
2018-09-11,583731,35,526214,167
2018-09-11,528841,41,526214,167
2018-09-11,403851,64,526214,167
2018-09-11,351978,77,526214,167
2018-09-11,334240,87,526214,167
2018-09-11,327458,89,526214,167
2018-09-11,231631,167,526214,167
2018-09-12,1005148,8,549194,169
2018-09-12,944090,9,549194,169
2018-09-12,660331,22,549194,169
2018-09-12,614050,32,549194,169
2018-09-12,546813,40,549194,169
2018-09-12,422322,57,549194,169
2018-09-12,368212,74,549194,169
2018-09-12,347969,80,549194,169
2018-09-12,341918,82,549194,169
2018-09-12,241087,169,549194,169
2018-09-13,1020883,8,558092,164
2018-09-13,950532,10,558092,164
2018-09-13,675896,21,558092,164
2018-09-13,624935,30,558092,164
2018-09-13,554688,40,558092,164
2018-09-13,429275,56,558092,164
2018-09-13,374324,73,558092,164
2018-09-13,353556,82,558092,164
2018-09-13,351517,84,558092,164
2018-09-13,245313,164,558092,164
2018-09-14,1032334,8,562171,190
2018-09-14,958142,10,562171,190
2018-09-14,681599,24,562171,190
2018-09-14,628607,32,562171,190
2018-09-14,555183,45,562171,190
2018-09-14,429719,66,562171,190
2018-09-14,377730,78,562171,190
2018-09-14,365760,85,562171,190
2018-09-14,350480,94,562171,190
2018-09-14,242157,190,562171,190
2018-09-15,974164,9,524582,174
2018-09-15,910385,10,524582,174
2018-09-15,625785,25,524582,174
2018-09-15,572664,33,524582,174
2018-09-15,512506,42,524582,174
2018-09-15,394429,67,524582,174
2018-09-15,361849,72,524582,174
2018-09-15,351083,73,524582,174
2018-09-15,320806,88,524582,174
2018-09-15,222154,174,524582,174
2018-09-16,901248,7,488613,160
2018-09-16,823396,11,488613,160
2018-09-16,593410,22,488613,160
2018-09-16,535156,28,488613,160
2018-09-16,485622,39,488613,160
2018-09-16,373534,58,488613,160
2018-09-16,337414,69,488613,160
2018-09-16,319313,76,488613,160
2018-09-16,305971,81,488613,160
2018-09-16,211062,160,488613,160
2018-09-17,954778,8,524996,172
2018-09-17,871476,14,524996,172
2018-09-17,649261,25,524996,172
2018-09-17,593847,31,524996,172
2018-09-17,527860,40,524996,172
2018-09-17,409709,62,524996,172
2018-09-17,351246,77,524996,172
2018-09-17,335660,81,524996,172
2018-09-17,324662,87,524996,172
2018-09-17,231458,172,524996,172
2018-09-18,970340,9,533012,168
2018-09-18,879579,15,533012,168
2018-09-18,657785,25,533012,168
2018-09-18,601741,32,533012,168
2018-09-18,535914,42,533012,168
2018-09-18,416403,63,533012,168
2018-09-18,354495,78,533012,168
2018-09-18,340261,82,533012,168
2018-09-18,337092,83,533012,168
2018-09-18,236515,168,533012,168
2018-09-19,1004578,9,549141,157
2018-09-19,903684,14,549141,157
2018-09-19,676791,24,549141,157
2018-09-19,616682,30,549141,157
2018-09-19,553362,39,549141,157
2018-09-19,426990,61,549141,157
2018-09-19,366158,75,549141,157
2018-09-19,352138,82,549141,157
2018-09-19,347208,83,549141,157
2018-09-19,243821,157,549141,157
2018-09-20,1016342,8,521648,196
2018-09-20,907877,14,521648,196
2018-09-20,679991,25,521648,196
2018-09-20,621159,30,521648,196
2018-09-20,557076,40,521648,196
2018-09-20,429873,62,521648,196
2018-09-20,366304,72,521648,196
2018-09-20,352599,80,521648,196
2018-09-20,348685,81,521648,196
2018-09-20,245418,156,521648,196
2018-09-20,212801,196,521648,196
2018-09-21,1038021,9,560695,177
2018-09-21,924767,15,560695,177
2018-09-21,686042,26,560695,177
2018-09-21,627133,31,560695,177
2018-09-21,563109,42,560695,177
2018-09-21,433720,68,560695,177
2018-09-21,371474,87,560695,177
2018-09-21,364485,89,560695,177
2018-09-21,352402,95,560695,177
2018-09-21,245793,177,560695,177
2018-09-22,972669,10,518134,160
2018-09-22,860181,15,518134,160
2018-09-22,623075,27,518134,160
2018-09-22,564344,35,518134,160
2018-09-22,516128,43,518134,160
2018-09-22,395025,64,518134,160
2018-09-22,356238,74,518134,160
2018-09-22,350067,79,518134,160
2018-09-22,319699,89,518134,160
2018-09-22,223919,160,518134,160
2018-09-23,899854,10,456200,198
2018-09-23,787514,15,456200,198
2018-09-23,591556,25,456200,198
2018-09-23,531205,30,456200,198
2018-09-23,492260,35,456200,198
2018-09-23,374480,57,456200,198
2018-09-23,332173,69,456200,198
2018-09-23,317716,75,456200,198
2018-09-23,304721,81,456200,198
2018-09-23,207795,153,456200,198
2018-09-23,178923,198,456200,198
2018-09-24,940404,11,514426,175
2018-09-24,820626,15,514426,175
2018-09-24,647912,24,514426,175
2018-09-24,583303,31,514426,175
2018-09-24,529921,35,514426,175
2018-09-24,404158,60,514426,175
2018-09-24,341779,80,514426,175
2018-09-24,332351,86,514426,175
2018-09-24,322869,89,514426,175
2018-09-24,220941,175,514426,175
2018-09-25,954363,11,526182,178
2018-09-25,857073,15,526182,178
2018-09-25,658593,23,526182,178
2018-09-25,597326,31,526182,178
2018-09-25,540732,37,526182,178
2018-09-25,410666,64,526182,178
2018-09-25,348183,81,526182,178
2018-09-25,336417,85,526182,178
2018-09-25,335981,86,526182,178
2018-09-25,222483,178,526182,178
2018-09-26,961721,11,528133,178
2018-09-26,865459,16,528133,178
2018-09-26,660754,24,528133,178
2018-09-26,590990,32,528133,178
2018-09-26,542282,38,528133,178
2018-09-26,412742,62,528133,178
2018-09-26,350062,83,528133,178
2018-09-26,340337,85,528133,178
2018-09-26,334660,87,528133,178
2018-09-26,222325,178,528133,178
2018-09-27,932671,11,513435,179
2018-09-27,843745,16,513435,179
2018-09-27,641860,25,513435,179
2018-09-27,575303,32,513435,179
2018-09-27,525999,41,513435,179
2018-09-27,402721,62,513435,179
2018-09-27,338559,82,513435,179
2018-09-27,332237,86,513435,179
2018-09-27,326316,87,513435,179
2018-09-27,214940,179,513435,179
2018-09-28,933662,35,544370,131
2018-09-28,837537,40,544370,131
2018-09-28,633937,57,544370,131
2018-09-28,566519,65,544370,131
2018-09-28,525088,75,544370,131
2018-09-28,398886,103,544370,131
2018-09-28,342200,123,544370,131
2018-09-28,339491,124,544370,131
2018-09-28,322011,131,544370,131
2018-09-29,882982,27,511197,120
2018-09-29,802276,32,511197,120
2018-09-29,577934,50,511197,120
2018-09-29,515324,55,511197,120
2018-09-29,488575,67,511197,120
2018-09-29,370628,96,511197,120
2018-09-29,331175,109,511197,120
2018-09-29,331078,110,511197,120
2018-09-29,300802,120,511197,120
2018-09-30,823052,17,451114,195
2018-09-30,738456,25,451114,195
2018-09-30,552151,39,451114,195
2018-09-30,481070,47,451114,195
2018-09-30,462768,53,451114,195
2018-09-30,354600,83,451114,195
2018-09-30,311549,100,451114,195
2018-09-30,306669,102,451114,195
2018-09-30,289621,110,451114,195
2018-09-30,191209,195,451114,195
2018-10-01,905517,19,513547,185
2018-10-01,875941,21,513547,185
2018-10-01,638199,37,513547,185
2018-10-01,560466,45,513547,185
2018-10-01,517153,55,513547,185
2018-10-01,407434,82,513547,185
2018-10-01,342830,98,513547,185
2018-10-01,339877,99,513547,185
2018-10-01,325100,109,513547,185
2018-10-01,222953,185,513547,185
2018-10-02,987865,17,548789,174
2018-10-02,958580,18,548789,174
2018-10-02,672691,33,548789,174
2018-10-02,593859,38,548789,174
2018-10-02,536650,49,548789,174
2018-10-02,429772,75,548789,174
2018-10-02,366141,90,548789,174
2018-10-02,359911,92,548789,174
2018-10-02,346034,99,548789,174
2018-10-02,236388,174,548789,174
2018-10-03,1026704,14,558174,177
2018-10-03,972586,16,558174,177
2018-10-03,680559,31,558174,177
2018-10-03,604076,36,558174,177
2018-10-03,547455,45,558174,177
2018-10-03,433200,73,558174,177
2018-10-03,369599,86,558174,177
2018-10-03,359060,92,558174,177
2018-10-03,352346,93,558174,177
2018-10-03,236152,177,558174,177
2018-10-04,1040206,12,563638,181
2018-10-04,984929,15,563638,181
2018-10-04,682773,31,563638,181
2018-10-04,602149,36,563638,181
2018-10-04,560599,42,563638,181
2018-10-04,435448,69,563638,181
2018-10-04,371950,85,563638,181
2018-10-04,362604,88,563638,181
2018-10-04,358311,91,563638,181
2018-10-04,237413,181,563638,181
2018-10-05,1050227,15,601565,122
2018-10-05,999991,18,601565,122
2018-10-05,675875,41,601565,122
2018-10-05,598958,52,601565,122
2018-10-05,565731,56,601565,122
2018-10-05,429523,95,601565,122
2018-10-05,371415,112,601565,122
2018-10-05,368317,114,601565,122
2018-10-05,354047,122,601565,122
2018-10-06,968104,14,548312,112
2018-10-06,924470,15,548312,112
2018-10-06,607102,33,548312,112
2018-10-06,527348,41,548312,112
2018-10-06,502218,45,548312,112
2018-10-06,387504,76,548312,112
2018-10-06,350886,97,548312,112
2018-10-06,348993,98,548312,112
2018-10-06,318187,112,548312,112
2018-10-07,878447,11,475689,184
2018-10-07,851612,14,475689,184
2018-10-07,566299,29,475689,184
2018-10-07,492342,36,475689,184
2018-10-07,471507,39,475689,184
2018-10-07,362959,68,475689,184
2018-10-07,322402,77,475689,184
2018-10-07,315225,84,475689,184
2018-10-07,297986,95,475689,184
2018-10-07,198111,184,475689,184
2018-10-08,940509,13,515244,195
2018-10-08,911630,14,515244,195
2018-10-08,623130,32,515244,195
2018-10-08,548899,36,515244,195
2018-10-08,523121,39,515244,195
2018-10-08,394387,69,515244,195
2018-10-08,339558,88,515244,195
2018-10-08,327697,96,515244,195
2018-10-08,327245,97,515244,195
2018-10-08,216259,195,515244,195
2018-10-09,961741,13,524880,200
2018-10-09,922561,14,524880,200
2018-10-09,637467,32,524880,200
2018-10-09,564875,34,524880,200
2018-10-09,529077,42,524880,200
2018-10-09,404844,71,524880,200
2018-10-09,343756,89,524880,200
2018-10-09,332992,95,524880,200
2018-10-09,332313,96,524880,200
2018-10-09,219176,200,524880,200
2018-10-10,948711,13,518635,195
2018-10-10,909765,14,518635,195
2018-10-10,631399,32,518635,195
2018-10-10,557211,37,518635,195
2018-10-10,525207,40,518635,195
2018-10-10,400868,69,518635,195
2018-10-10,337449,87,518635,195
2018-10-10,331781,91,518635,195
2018-10-10,328237,94,518635,195
2018-10-10,215719,195,518635,195
2018-10-11,971892,13,533951,189
2018-10-11,934895,15,533951,189
2018-10-11,648110,32,533951,189
2018-10-11,576716,37,533951,189
2018-10-11,540158,41,533951,189
2018-10-11,413516,66,533951,189
2018-10-11,349309,85,533951,189
2018-10-11,342752,89,533951,189
2018-10-11,339134,90,533951,189
2018-10-11,223032,189,533951,189
2018-10-12,947190,16,551531,113
2018-10-12,915776,19,551531,113
2018-10-12,624696,42,551531,113
2018-10-12,553556,46,551531,113
2018-10-12,522926,53,551531,113
2018-10-12,396048,81,551531,113
2018-10-12,344282,100,551531,113
2018-10-12,337202,107,551531,113
2018-10-12,322106,113,551531,113
2018-10-13,884469,13,477909,200
2018-10-13,853230,17,477909,200
2018-10-13,565508,36,477909,200
2018-10-13,501340,42,477909,200
2018-10-13,470601,48,477909,200
2018-10-13,362646,69,477909,200
2018-10-13,327122,80,477909,200
2018-10-13,323459,81,477909,200
2018-10-13,295674,96,477909,200
2018-10-13,195042,200,477909,200
2018-10-14,825810,12,455562,173
2018-10-14,806596,14,455562,173
2018-10-14,543632,33,455562,173
2018-10-14,482767,37,455562,173
2018-10-14,463439,42,455562,173
2018-10-14,349780,64,455562,173
2018-10-14,307632,80,455562,173
2018-10-14,302937,82,455562,173
2018-10-14,284567,88,455562,173
2018-10-14,188460,173,455562,173
2018-10-15,891070,13,493464,183
2018-10-15,859918,15,493464,183
2018-10-15,604321,32,493464,183
2018-10-15,537156,40,493464,183
2018-10-15,505992,44,493464,183
2018-10-15,384149,70,493464,183
2018-10-15,321557,89,493464,183
2018-10-15,314170,91,493464,183
2018-10-15,310894,95,493464,183
2018-10-15,205415,183,493464,183
2018-10-16,932096,13,504156,187
2018-10-16,875458,14,504156,187
2018-10-16,614248,32,504156,187
2018-10-16,543087,38,504156,187
2018-10-16,509376,45,504156,187
2018-10-16,390390,68,504156,187
2018-10-16,327524,88,504156,187
2018-10-16,321189,90,504156,187
2018-10-16,319874,92,504156,187
2018-10-16,208323,187,504156,187
2018-10-17,969756,12,527879,187
2018-10-17,929115,14,527879,187
2018-10-17,640299,33,527879,187
2018-10-17,564845,38,527879,187
2018-10-17,535002,44,527879,187
2018-10-17,409219,69,527879,187
2018-10-17,341560,89,527879,187
2018-10-17,338695,91,527879,187
2018-10-17,333199,93,527879,187
2018-10-17,217100,187,527879,187
2018-10-18,962989,12,526428,185
2018-10-18,928785,14,526428,185
2018-10-18,639386,35,526428,185
2018-10-18,562968,38,526428,185
2018-10-18,525309,44,526428,185
2018-10-18,408655,67,526428,185
2018-10-18,343056,83,526428,185
2018-10-18,342719,84,526428,185
2018-10-18,333613,91,526428,185
2018-10-18,216799,185,526428,185
2018-10-19,939085,18,554805,123
2018-10-19,924899,20,554805,123
2018-10-19,632340,49,554805,123
2018-10-19,554657,57,554805,123
