date,streams,position,mean_streams,max_position
2018-03-22,236908,153,533536,187
2018-03-22,202111,187,533536,187
2018-03-23,1967751,2,529587,200
2018-03-23,1223696,6,529587,200
2018-03-23,779225,19,529587,200
2018-03-23,620280,29,529587,200
2018-03-23,598602,31,529587,200
2018-03-23,532493,39,529587,200
2018-03-23,501125,46,529587,200
2018-03-23,482518,50,529587,200
2018-03-23,481577,51,529587,200
2018-03-23,451817,55,529587,200
2018-03-23,441426,59,529587,200
2018-03-23,389901,72,529587,200
2018-03-23,332559,96,529587,200
2018-03-23,312569,102,529587,200
2018-03-23,274336,125,529587,200
2018-03-23,273014,128,529587,200
2018-03-23,272339,129,529587,200
2018-03-23,228818,173,529587,200
2018-03-23,222629,176,529587,200
2018-03-23,205062,200,529587,200
2018-03-24,1731826,3,476727,175
2018-03-24,1038853,5,476727,175
2018-03-24,662887,24,476727,175
2018-03-24,500065,35,476727,175
2018-03-24,499633,36,476727,175
2018-03-24,464320,43,476727,175
2018-03-24,422399,51,476727,175
2018-03-24,399493,61,476727,175
2018-03-24,398527,62,476727,175
2018-03-24,393869,63,476727,175
2018-03-24,348226,74,476727,175
2018-03-24,309761,95,476727,175
2018-03-24,309496,96,476727,175
2018-03-24,250053,126,476727,175
2018-03-24,220045,154,476727,175
2018-03-24,217631,156,476727,175
2018-03-24,213280,160,476727,175
2018-03-24,200728,175,476727,175
2018-03-25,1558245,3,432292,169
2018-03-25,955190,5,432292,169
2018-03-25,620757,21,432292,169
2018-03-25,456728,36,432292,169
2018-03-25,443707,39,432292,169
2018-03-25,441872,40,432292,169
2018-03-25,374183,52,432292,169
2018-03-25,373748,53,432292,169
2018-03-25,349843,63,432292,169
2018-03-25,349336,64,432292,169
2018-03-25,300632,81,432292,169
2018-03-25,294433,84,432292,169
2018-03-25,274901,98,432292,169
2018-03-25,225477,127,432292,169
2018-03-25,199104,152,432292,169
2018-03-25,192196,156,432292,169
2018-03-25,188071,159,432292,169
2018-03-25,182841,169,432292,169
2018-03-26,1767221,2,510730,151
2018-03-26,1124397,5,510730,151
2018-03-26,712912,20,510730,151
2018-03-26,537155,30,510730,151
2018-03-26,508359,37,510730,151
2018-03-26,491646,40,510730,151
2018-03-26,421056,51,510730,151
2018-03-26,413744,53,510730,151
2018-03-26,398723,57,510730,151
2018-03-26,382486,60,510730,151
2018-03-26,351848,71,510730,151
2018-03-26,328149,86,510730,151
2018-03-26,314466,92,510730,151
2018-03-26,261006,117,510730,151
2018-03-26,229336,142,510730,151
2018-03-26,223310,147,510730,151
2018-03-26,216600,151,510730,151
2018-03-27,1733007,2,478651,200
2018-03-27,1106711,5,478651,200
2018-03-27,694903,21,478651,200
2018-03-27,521428,35,478651,200
2018-03-27,494247,39,478651,200
2018-03-27,490154,40,478651,200
2018-03-27,412487,51,478651,200
2018-03-27,395048,56,478651,200
2018-03-27,386496,59,478651,200
2018-03-27,356497,71,478651,200
2018-03-27,331275,86,478651,200
2018-03-27,328948,89,478651,200
2018-03-27,299792,101,478651,200
2018-03-27,245370,128,478651,200
2018-03-27,217260,152,478651,200
2018-03-27,210094,164,478651,200
2018-03-27,203656,174,478651,200
2018-03-27,188343,200,478651,200
2018-03-28,1682334,3,490514,195
2018-03-28,1065712,7,490514,195
2018-03-28,663122,23,490514,195
2018-03-28,490363,40,490514,195
2018-03-28,485669,41,490514,195
2018-03-28,473115,43,490514,195
2018-03-28,405482,54,490514,195
2018-03-28,366413,70,490514,195
2018-03-28,361216,74,490514,195
2018-03-28,329875,86,490514,195
2018-03-28,322806,89,490514,195
2018-03-28,302467,98,490514,195
2018-03-28,278208,109,490514,195
2018-03-28,227144,146,490514,195
2018-03-28,200654,179,490514,195
2018-03-28,193642,195,490514,195
2018-03-29,1659238,3,502653,200
2018-03-29,1066815,7,502653,200
2018-03-29,648702,26,502653,200
2018-03-29,486575,40,502653,200
2018-03-29,480862,41,502653,200
2018-03-29,462846,47,502653,200
2018-03-29,407755,56,502653,200
2018-03-29,355396,75,502653,200
2018-03-29,352602,77,502653,200
2018-03-29,322957,88,502653,200
2018-03-29,321262,89,502653,200
2018-03-29,291072,104,502653,200
2018-03-29,269453,117,502653,200
2018-03-29,220204,158,502653,200
2018-03-29,194060,200,502653,200
2018-03-30,1584686,9,507372,152
2018-03-30,974252,15,507372,152
2018-03-30,604550,35,507372,152
2018-03-30,466272,54,507372,152
2018-03-30,432792,62,507372,152
2018-03-30,403840,68,507372,152
2018-03-30,391464,74,507372,152
2018-03-30,319605,99,507372,152
2018-03-30,314849,101,507372,152
2018-03-30,307648,108,507372,152
2018-03-30,291362,119,507372,152
2018-03-30,258776,140,507372,152
2018-03-30,245734,152,507372,152
2018-03-31,1429345,9,453705,155
2018-03-31,865055,15,453705,155
2018-03-31,544554,35,453705,155
2018-03-31,427757,53,453705,155
2018-03-31,378142,65,453705,155
2018-03-31,364679,68,453705,155
2018-03-31,346492,75,453705,155
2018-03-31,282610,100,453705,155
2018-03-31,279602,101,453705,155
2018-03-31,275061,105,453705,155
2018-03-31,262470,117,453705,155
2018-03-31,224824,143,453705,155
2018-03-31,217580,155,453705,155
2018-04-01,1280920,5,410138,147
2018-04-01,776358,14,410138,147
2018-04-01,507382,32,410138,147
2018-04-01,387636,48,410138,147
2018-04-01,341388,58,410138,147
2018-04-01,336968,59,410138,147
2018-04-01,289775,85,410138,147
2018-04-01,260107,94,410138,147
2018-04-01,256731,97,410138,147
2018-04-01,253285,98,410138,147
2018-04-01,240522,107,410138,147
2018-04-01,202413,141,410138,147
2018-04-01,198304,147,410138,147
2018-04-02,1449996,6,461254,150
2018-04-02,886049,14,461254,150
2018-04-02,568659,33,461254,150
2018-04-02,443257,45,461254,150
2018-04-02,380775,60,461254,150
2018-04-02,374725,64,461254,150
2018-04-02,322501,88,461254,150
2018-04-02,286673,94,461254,150
2018-04-02,286205,96,461254,150
2018-04-02,285281,97,461254,150
2018-04-02,257710,118,461254,150
2018-04-02,232985,138,461254,150
2018-04-02,221489,150,461254,150
2018-04-03,1456437,5,464203,156
2018-04-03,888548,14,464203,156
2018-04-03,577215,34,464203,156
2018-04-03,460622,45,464203,156
2018-04-03,380739,63,464203,156
2018-04-03,379889,64,464203,156
2018-04-03,323968,87,464203,156
2018-04-03,290387,96,464203,156
2018-04-03,286669,99,464203,156
2018-04-03,283986,104,464203,156
2018-04-03,256476,120,464203,156
2018-04-03,231566,144,464203,156
2018-04-03,218135,156,464203,156
2018-04-04,1424706,5,456888,153
2018-04-04,869663,15,456888,153
2018-04-04,570047,34,456888,153
2018-04-04,462414,46,456888,153
2018-04-04,382023,64,456888,153
2018-04-04,371159,69,456888,153
2018-04-04,313888,92,456888,153
2018-04-04,293417,98,456888,153
2018-04-04,278628,110,456888,153
2018-04-04,278601,111,456888,153
2018-04-04,250805,124,456888,153
2018-04-04,222679,151,456888,153
2018-04-04,221510,153,456888,153
2018-04-05,1401778,5,450402,158
2018-04-05,854340,13,450402,158
2018-04-05,563929,34,450402,158
2018-04-05,461071,45,450402,158
2018-04-05,385440,61,450402,158
2018-04-05,362880,74,450402,158
2018-04-05,304939,93,450402,158
2018-04-05,292094,97,450402,158
2018-04-05,272928,112,450402,158
2018-04-05,271395,113,450402,158
2018-04-05,247963,129,450402,158
2018-04-05,220425,154,450402,158
2018-04-05,216050,158,450402,158
2018-04-06,1440286,5,446178,186
2018-04-06,850314,21,446178,186
2018-04-06,557296,49,446178,186
2018-04-06,461217,61,446178,186
2018-04-06,387402,73,446178,186
2018-04-06,351772,91,446178,186
2018-04-06,292971,111,446178,186
2018-04-06,266701,125,446178,186
2018-04-06,266461,126,446178,186
2018-04-06,260136,130,446178,186
2018-04-06,245373,143,446178,186
2018-04-06,213144,176,446178,186
2018-04-06,207236,186,446178,186
2018-04-07,1326589,6,417200,184
2018-04-07,757699,26,417200,184
2018-04-07,496577,52,417200,184
2018-04-07,421996,61,417200,184
2018-04-07,352809,77,417200,184
2018-04-07,302953,99,417200,184
2018-04-07,264811,114,417200,184
2018-04-07,232857,134,417200,184
2018-04-07,222946,144,417200,184
2018-04-07,221792,147,417200,184
2018-04-07,218161,150,417200,184
2018-04-07,187207,184,417200,184
2018-04-08,1229939,6,389458,178
2018-04-08,701179,21,389458,178
2018-04-08,461913,46,389458,178
2018-04-08,397176,58,389458,178
2018-04-08,333121,73,389458,178
2018-04-08,287065,94,389458,178
2018-04-08,252131,109,389458,178
2018-04-08,219017,128,389458,178
2018-04-08,209912,138,389458,178
2018-04-08,205422,144,389458,178
2018-04-08,198873,152,389458,178
2018-04-08,177751,178,389458,178
2018-04-09,1388843,6,422803,187
2018-04-09,808066,19,422803,187
2018-04-09,524860,47,422803,187
2018-04-09,427601,57,422803,187
2018-04-09,371324,71,422803,187
2018-04-09,339328,82,422803,187
2018-04-09,280701,108,422803,187
2018-04-09,251255,125,422803,187
2018-04-09,246648,127,422803,187
2018-04-09,228824,143,422803,187
2018-04-09,226736,146,422803,187
2018-04-09,207712,164,422803,187
2018-04-09,194541,187,422803,187
2018-04-10,1365744,6,421380,191
2018-04-10,765545,20,421380,191
2018-04-10,502758,47,421380,191
2018-04-10,409422,60,421380,191
2018-04-10,355787,77,421380,191
2018-04-10,313241,99,421380,191
2018-04-10,268259,114,421380,191
2018-04-10,230251,143,421380,191
2018-04-10,228595,148,421380,191
2018-04-10,212859,160,421380,191
2018-04-10,211123,162,421380,191
2018-04-10,192981,191,421380,191
2018-04-11,1401250,6,433011,192
2018-04-11,783975,19,433011,192
2018-04-11,517154,46,433011,192
2018-04-11,422048,59,433011,192
2018-04-11,372874,75,433011,192
2018-04-11,320168,98,433011,192
2018-04-11,277666,115,433011,192
2018-04-11,236666,143,433011,192
2018-04-11,232176,148,433011,192
2018-04-11,218500,161,433011,192
2018-04-11,215808,165,433011,192
2018-04-11,197842,192,433011,192
2018-04-12,1386614,5,451088,171
2018-04-12,782751,20,451088,171
2018-04-12,510934,45,451088,171
2018-04-12,422323,61,451088,171
2018-04-12,376186,75,451088,171
2018-04-12,315042,102,451088,171
2018-04-12,278109,117,451088,171
2018-04-12,232757,152,451088,171
2018-04-12,227221,158,451088,171
2018-04-12,215166,170,451088,171
2018-04-12,214867,171,451088,171
2018-04-13,1374270,7,450517,193
2018-04-13,801619,22,450517,193
2018-04-13,504774,53,450517,193
2018-04-13,426584,67,450517,193
2018-04-13,380617,81,450517,193
2018-04-13,308515,113,450517,193
2018-04-13,279571,129,450517,193
2018-04-13,230638,167,450517,193
2018-04-13,221806,181,450517,193
2018-04-13,213889,192,450517,193
2018-04-13,213405,193,450517,193
2018-04-14,1225305,7,416385,197
2018-04-14,698364,24,416385,197
2018-04-14,433739,54,416385,197
2018-04-14,381792,69,416385,197
2018-04-14,342764,84,416385,197
2018-04-14,259344,124,416385,197
2018-04-14,252025,130,416385,197
2018-04-14,196487,181,416385,197
2018-04-14,187859,194,416385,197
2018-04-14,186171,197,416385,197
2018-04-15,1110966,7,366524,195
2018-04-15,639155,20,366524,195
2018-04-15,401546,49,366524,195
2018-04-15,369290,57,366524,195
2018-04-15,325076,69,366524,195
2018-04-15,246817,109,366524,195
2018-04-15,241803,115,366524,195
2018-04-15,184025,164,366524,195
2018-04-15,176325,176,366524,195
2018-04-15,171500,183,366524,195
2018-04-15,165256,195,366524,195
2018-04-16,1251030,7,419628,193
2018-04-16,738957,20,419628,193
2018-04-16,477087,46,419628,193
2018-04-16,415160,57,419628,193
2018-04-16,368215,70,419628,193
2018-04-16,293103,108,419628,193
2018-04-16,271245,114,419628,193
2018-04-16,213297,162,419628,193
2018-04-16,207345,167,419628,193
2018-04-16,190673,191,419628,193
2018-04-16,189792,193,419628,193
2018-04-17,1321033,7,483950,185
2018-04-17,756309,20,483950,185
2018-04-17,488096,48,483950,185
2018-04-17,419809,63,483950,185
2018-04-17,376670,76,483950,185
2018-04-17,294314,113,483950,185
2018-04-17,277558,123,483950,185
2018-04-17,213901,176,483950,185
2018-04-17,207856,185,483950,185
2018-04-18,1309541,7,481827,189
2018-04-18,753157,20,481827,189
2018-04-18,486012,49,481827,189
2018-04-18,424178,63,481827,189
2018-04-18,379946,76,481827,189
2018-04-18,290061,117,481827,189
2018-04-18,278428,124,481827,189
2018-04-18,210930,183,481827,189
2018-04-18,204188,189,481827,189
2018-04-19,1302319,7,474703,197
2018-04-19,742132,20,474703,197
2018-04-19,473722,49,474703,197
2018-04-19,419391,62,474703,197
2018-04-19,376478,74,474703,197
2018-04-19,278681,125,474703,197
2018-04-19,276239,127,474703,197
2018-04-19,206641,185,474703,197
2018-04-19,196720,197,474703,197
2018-04-20,1301858,19,544427,164
2018-04-20,732526,36,544427,164
2018-04-20,459543,71,544427,164
2018-04-20,410704,87,544427,164
2018-04-20,371292,107,544427,164
2018-04-20,269799,159,544427,164
2018-04-20,265265,164,544427,164
2018-04-21,1189425,18,491267,175
2018-04-21,654004,44,491267,175
2018-04-21,405110,72,491267,175
2018-04-21,371775,86,491267,175
2018-04-21,338613,107,491267,175
2018-04-21,245941,162,491267,175
2018-04-21,233998,175,491267,175
2018-04-22,1082690,15,459788,156
2018-04-22,608920,36,459788,156
2018-04-22,376442,69,459788,156
2018-04-22,364012,72,459788,156
2018-04-22,323495,89,459788,156
2018-04-22,237055,140,459788,156
2018-04-22,225899,156,459788,156
2018-04-23,1184881,16,511471,144
2018-04-23,688191,35,511471,144
2018-04-23,418950,62,511471,144
2018-04-23,406467,67,511471,144
2018-04-23,357245,89,511471,144
2018-04-23,262876,142,511471,144
2018-04-23,261690,144,511471,144
2018-04-24,1179736,14,515316,142
2018-04-24,695385,34,515316,142
2018-04-24,422347,63,515316,142
2018-04-24,412282,69,515316,142
2018-04-24,366090,85,515316,142
2018-04-24,267190,139,515316,142
2018-04-24,264181,142,515316,142
2018-04-25,1172788,14,516278,141
2018-04-25,688675,34,516278,141
2018-04-25,423763,58,516278,141
2018-04-25,420232,59,516278,141
2018-04-25,371276,82,516278,141
2018-04-25,272014,135,516278,141
2018-04-25,265199,141,516278,141
2018-04-26,1158891,12,513891,142
2018-04-26,688261,33,513891,142
2018-04-26,420902,61,513891,142
2018-04-26,420592,62,513891,142
2018-04-26,372890,82,513891,142
2018-04-26,272093,136,513891,142
2018-04-26,263611,142,513891,142
2018-04-27,1138810,27,508580,159
2018-04-27,672319,47,508580,159
2018-04-27,426854,75,508580,159
2018-04-27,412278,80,508580,159
2018-04-27,379693,90,508580,159
2018-04-27,273373,145,508580,159
2018-04-27,256732,159,508580,159
2018-04-28,1065376,25,466524,172
2018-04-28,605724,49,466524,172
2018-04-28,388142,80,466524,172
2018-04-28,375829,85,466524,172
2018-04-28,352380,92,466524,172
2018-04-28,250749,150,466524,172
2018-04-28,227471,172,466524,172
2018-04-29,963328,24,433114,154
2018-04-29,558198,48,433114,154
2018-04-29,368457,66,433114,154
2018-04-29,358020,70,433114,154
2018-04-29,328852,90,433114,154
2018-04-29,238468,135,433114,154
2018-04-29,216472,154,433114,154
2018-04-30,1029791,24,475296,149
2018-04-30,616048,46,475296,149
2018-04-30,408809,70,475296,149
2018-04-30,397797,73,475296,149
2018-04-30,367274,83,475296,149
2018-04-30,260425,138,475296,149
2018-04-30,246927,149,475296,149
2018-05-01,1018057,24,468336,162
2018-05-01,616883,47,468336,162
2018-05-01,401429,73,468336,162
2018-05-01,387290,76,468336,162
2018-05-01,358251,92,468336,162
2018-05-01,256716,144,468336,162
2018-05-01,239726,162,468336,162
2018-05-02,1008829,23,462603,163
2018-05-02,595569,49,462603,163
2018-05-02,399132,68,462603,163
2018-05-02,383177,76,462603,163
2018-05-02,357369,92,462603,163
2018-05-02,256964,144,462603,163
2018-05-02,237180,163,462603,163
2018-05-03,1012386,23,465774,164
2018-05-03,599308,46,465774,164
2018-05-03,404058,63,465774,164
2018-05-03,381409,75,465774,164
2018-05-03,364702,85,465774,164
2018-05-03,260129,144,465774,164
2018-05-03,238428,164,465774,164
2018-05-04,1044325,22,470898,188
2018-05-04,600610,49,470898,188
2018-05-04,406548,72,470898,188
2018-05-04,379096,83,470898,188
2018-05-04,367862,93,470898,188
2018-05-04,264409,162,470898,188
2018-05-04,233435,188,470898,188
2018-05-05,991760,15,433117,197
2018-05-05,546613,48,433117,197
2018-05-05,367954,77,433117,197
2018-05-05,342408,86,433117,197
2018-05-05,334518,91,433117,197
2018-05-05,240766,155,433117,197
2018-05-05,207798,197,433117,197
2018-05-06,903077,15,401402,173
2018-05-06,502290,47,401402,173
2018-05-06,347672,67,401402,173
2018-05-06,321439,81,401402,173
2018-05-06,312987,85,401402,173
2018-05-06,227355,133,401402,173
2018-05-06,194995,173,401402,173
2018-05-07,978310,17,443595,174
2018-05-07,553781,48,443595,174
2018-05-07,387912,71,443595,174
2018-05-07,356834,77,443595,174
2018-05-07,350725,81,443595,174
2018-05-07,253021,139,443595,174
2018-05-07,224579,174,443595,174
2018-05-08,994117,16,449015,181
2018-05-08,560635,49,449015,181
2018-05-08,392852,71,449015,181
2018-05-08,357219,81,449015,181
2018-05-08,355045,83,449015,181
2018-05-08,257354,141,449015,181
2018-05-08,225881,181,449015,181
2018-05-09,997065,15,451431,181
2018-05-09,566763,48,451431,181
2018-05-09,397231,69,451431,181
2018-05-09,359727,81,451431,181
2018-05-09,357390,83,451431,181
2018-05-09,257894,144,451431,181
2018-05-09,223948,181,451431,181
2018-05-10,931748,17,443598,182
2018-05-10,562523,48,443598,182
2018-05-10,402442,68,443598,182
2018-05-10,364436,76,443598,182
2018-05-10,359773,77,443598,182
2018-05-10,259237,142,443598,182
2018-05-10,225025,182,443598,182
2018-05-11,917355,18,479326,168
2018-05-11,568238,49,479326,168
2018-05-11,404059,81,479326,168
2018-05-11,363503,101,479326,168
2018-05-11,362056,103,479326,168
2018-05-11,260744,168,479326,168
2018-05-12,833363,16,426755,156
2018-05-12,501082,49,426755,156
2018-05-12,353362,77,426755,156
2018-05-12,328873,93,426755,156
2018-05-12,313324,103,426755,156
2018-05-12,230524,156,426755,156
2018-05-13,762030,14,364181,199
2018-05-13,455993,46,364181,199
2018-05-13,332820,71,364181,199
2018-05-13,308704,77,364181,199
2018-05-13,290656,90,364181,199
2018-05-13,217446,144,364181,199
2018-05-13,181620,199,364181,199
2018-05-14,813400,19,397113,194
2018-05-14,498708,50,397113,194
2018-05-14,366134,72,397113,194
2018-05-14,336159,81,397113,194
2018-05-14,323466,88,397113,194
2018-05-14,236866,148,397113,194
2018-05-14,205060,194,397113,194
2018-05-15,817570,21,401108,198
2018-05-15,504446,51,401108,198
2018-05-15,370556,73,401108,198
2018-05-15,339903,84,401108,198
2018-05-15,331009,91,401108,198
2018-05-15,238759,152,401108,198
2018-05-15,205516,198,401108,198
2018-05-16,811494,19,396284,196
2018-05-16,484302,52,396284,196
2018-05-16,369995,71,396284,196
2018-05-16,337691,84,396284,196
2018-05-16,329018,90,396284,196
2018-05-16,236560,153,396284,196
2018-05-16,204931,196,396284,196
2018-05-17,806755,18,393683,200
2018-05-17,470169,53,393683,200
2018-05-17,371443,71,393683,200
2018-05-17,336902,85,393683,200
2018-05-17,329696,88,393683,200
2018-05-17,237393,153,393683,200
2018-05-17,203421,200,393683,200
2018-05-18,803328,18,422075,188
2018-05-18,467074,58,422075,188
2018-05-18,370073,78,422075,188
2018-05-18,329903,105,422075,188
2018-05-18,326816,108,422075,188
2018-05-18,235258,188,422075,188
2018-05-19,751740,14,387048,171
2018-05-19,426828,53,387048,171
2018-05-19,335906,73,387048,171
2018-05-19,297218,98,387048,171
2018-05-19,296724,99,387048,171
2018-05-19,213873,171,387048,171
2018-05-20,717836,13,369601,161
2018-05-20,401872,52,369601,161
2018-05-20,323454,68,369601,161
2018-05-20,285533,85,369601,161
2018-05-20,283057,88,369601,161
2018-05-20,205856,161,369601,161
2018-05-21,769014,15,406371,163
2018-05-21,437767,55,406371,163
2018-05-21,362752,72,406371,163
2018-05-21,324318,83,406371,163
2018-05-21,315666,86,406371,163
2018-05-21,228707,163,406371,163
2018-05-22,775693,17,411512,160
2018-05-22,439570,57,411512,160
2018-05-22,369113,70,411512,160
2018-05-22,328968,86,411512,160
2018-05-22,321396,89,411512,160
2018-05-22,234329,160,411512,160
2018-05-23,775066,18,408640,164
2018-05-23,438522,57,408640,164
2018-05-23,365187,73,408640,164
2018-05-23,322583,96,408640,164
2018-05-23,318082,100,408640,164
2018-05-23,232397,164,408640,164
2018-05-24,767636,20,404159,165
2018-05-24,434679,58,404159,165
2018-05-24,361833,74,404159,165
2018-05-24,316214,101,404159,165
2018-05-24,313156,104,404159,165
2018-05-24,231438,165,404159,165
2018-05-25,765230,25,434812,146
2018-05-25,432533,86,434812,146
2018-05-25,357344,107,434812,146
2018-05-25,312861,141,434812,146
2018-05-25,306091,146,434812,146
2018-05-26,701989,17,397257,137
2018-05-26,397005,70,397257,137
2018-05-26,325246,96,397257,137
2018-05-26,285075,128,397257,137
2018-05-26,276968,137,397257,137
2018-05-27,646296,15,340994,181
2018-05-27,368293,61,340994,181
2018-05-27,306955,79,340994,181
2018-05-27,268561,103,340994,181
2018-05-27,258019,113,340994,181
2018-05-27,197842,181,340994,181
2018-05-28,658898,16,347374,173
2018-05-28,372045,60,347374,173
2018-05-28,313858,78,347374,173
2018-05-28,272783,100,347374,173
2018-05-28,264557,107,347374,173
2018-05-28,202106,173,347374,173
2018-05-29,695588,20,370168,182
2018-05-29,393301,62,370168,182
2018-05-29,338999,79,370168,182
2018-05-29,293892,103,370168,182
2018-05-29,282849,114,370168,182
2018-05-29,216382,182,370168,182
2018-05-30,699178,19,373908,177
2018-05-30,396498,65,373908,177
2018-05-30,343341,80,373908,177
2018-05-30,298991,106,373908,177
2018-05-30,284504,118,373908,177
2018-05-30,220939,177,373908,177
2018-05-31,692183,20,371878,182
2018-05-31,397284,63,371878,182
2018-05-31,345531,78,371878,182
2018-05-31,297541,104,371878,182
2018-05-31,280551,122,371878,182
2018-05-31,218181,182,371878,182
2018-06-01,696535,22,362411,200
2018-06-01,391259,71,362411,200
2018-06-01,329200,94,362411,200
2018-06-01,284427,121,362411,200
2018-06-01,264189,143,362411,200
2018-06-01,208854,200,362411,200
2018-06-02,703313,23,379371,148
2018-06-02,371258,73,379371,148
2018-06-02,305883,98,379371,148
2018-06-02,268174,121,379371,148
2018-06-02,248226,148,379371,148
2018-06-03,661636,21,334406,180
2018-06-03,353688,69,334406,180
2018-06-03,298184,87,334406,180
2018-06-03,260587,109,334406,180
2018-06-03,239470,128,334406,180
2018-06-03,192873,180,334406,180
2018-06-04,707058,23,360045,181
2018-06-04,374320,70,360045,181
2018-06-04,324819,87,360045,181
2018-06-04,284709,105,360045,181
2018-06-04,259132,128,360045,181
2018-06-04,210231,181,360045,181
2018-06-05,729514,23,366600,182
2018-06-05,377196,71,366600,182
2018-06-05,328167,90,366600,182
2018-06-05,289923,109,366600,182
2018-06-05,261538,132,366600,182
2018-06-05,213262,182,366600,182
2018-06-06,735261,24,370990,182
2018-06-06,382190,72,370990,182
2018-06-06,333848,87,370990,182
2018-06-06,294704,105,370990,182
2018-06-06,263527,131,370990,182
2018-06-06,216409,182,370990,182
2018-06-07,729857,22,366946,186
2018-06-07,383102,71,366946,186
2018-06-07,326402,91,366946,186
2018-06-07,289414,108,366946,186
2018-06-07,260836,136,366946,186
2018-06-07,212066,186,366946,186
2018-06-08,742295,24,372335,199
2018-06-08,391018,77,372335,199
2018-06-08,331804,96,372335,199
2018-06-08,292728,118,372335,199
2018-06-08,261645,147,372335,199
2018-06-08,214520,199,372335,199
2018-06-09,702478,27,351322,185
2018-06-09,370255,75,351322,185
2018-06-09,310559,95,351322,185
2018-06-09,278080,112,351322,185
2018-06-09,244714,138,351322,185
2018-06-09,201849,185,351322,185
2018-06-10,660947,27,336074,174
2018-06-10,356350,67,336074,174
2018-06-10,300535,85,336074,174
2018-06-10,267407,102,336074,174
2018-06-10,237672,124,336074,174
2018-06-10,193536,174,336074,174
2018-06-11,718912,27,363439,182
2018-06-11,381010,68,363439,182
2018-06-11,325588,90,363439,182
2018-06-11,288410,109,363439,182
2018-06-11,258204,129,363439,182
2018-06-11,208508,182,363439,182
2018-06-12,726679,27,360917,188
2018-06-12,376054,70,360917,188
2018-06-12,320229,96,360917,188
2018-06-12,283848,115,360917,188
2018-06-12,253550,136,360917,188
2018-06-12,205140,188,360917,188
2018-06-13,723466,25,358648,191
2018-06-13,372248,70,358648,191
2018-06-13,318166,95,358648,191
2018-06-13,283124,114,358648,191
2018-06-13,251440,138,358648,191
2018-06-13,203444,191,358648,191
2018-06-14,728051,23,362654,193
2018-06-14,378320,70,362654,193
2018-06-14,321849,94,362654,193
2018-06-14,288054,114,362654,193
2018-06-14,253002,143,362654,193
2018-06-14,206650,193,362654,193
2018-06-15,696858,25,376840,162
2018-06-15,363181,79,376840,162
2018-06-15,307579,105,376840,162
2018-06-15,273773,130,376840,162
2018-06-15,242811,162,376840,162
2018-06-16,664395,23,362823,157
2018-06-16,352347,76,362823,157
2018-06-16,297061,106,362823,157
2018-06-16,266387,129,362823,157
2018-06-16,233923,157,362823,157
2018-06-17,606023,22,312551,200
2018-06-17,329872,67,312551,200
2018-06-17,282222,89,312551,200
2018-06-17,251635,110,312551,200
2018-06-17,222128,146,312551,200
2018-06-17,183427,200,312551,200
2018-06-18,1434299,2,533675,188
2018-06-18,879287,12,533675,188
2018-06-18,868381,13,533675,188
2018-06-18,685263,22,533675,188
2018-06-18,648522,29,533675,188
2018-06-18,543169,36,533675,188
2018-06-18,484426,47,533675,188
2018-06-18,353417,73,533675,188
2018-06-18,326195,81,533675,188
2018-06-18,282934,111,533675,188
2018-06-18,269638,124,533675,188
2018-06-18,260390,132,533675,188
2018-06-18,221473,173,533675,188
2018-06-18,214057,188,533675,188
2018-06-19,4437612,1,978469,184
2018-06-19,3175206,2,978469,184
2018-06-19,3167290,3,978469,184
2018-06-19,2449891,4,978469,184
2018-06-19,2438715,5,978469,184
2018-06-19,2023396,6,978469,184
2018-06-19,1947379,8,978469,184
2018-06-19,1445168,9,978469,184
2018-06-19,1443350,10,978469,184
2018-06-19,1119765,16,978469,184
2018-06-19,1083806,18,978469,184
2018-06-19,1035184,20,978469,184
2018-06-19,940942,24,978469,184
2018-06-19,825671,27,978469,184
2018-06-19,762433,31,978469,184
2018-06-19,687078,35,978469,184
2018-06-19,659654,39,978469,184
2018-06-19,644994,42,978469,184
2018-06-19,638701,44,978469,184
2018-06-19,581072,48,978469,184
2018-06-19,569025,49,978469,184
2018-06-19,558049,51,978469,184
2018-06-19,538995,54,978469,184
2018-06-19,515235,58,978469,184
2018-06-19,514065,59,978469,184
2018-06-19,473994,69,978469,184
2018-06-19,473731,70,978469,184
2018-06-19,460367,73,978469,184
2018-06-19,460122,74,978469,184
2018-06-19,417486,79,978469,184
2018-06-19,412624,83,978469,184
2018-06-19,409868,84,978469,184
2018-06-19,395970,88,978469,184
2018-06-19,395697,89,978469,184
2018-06-19,362549,97,978469,184
2018-06-19,361020,98,978469,184
2018-06-19,298322,129,978469,184
2018-06-19,283645,139,978469,184
2018-06-19,239472,175,978469,184
2018-06-19,235950,177,978469,184
2018-06-19,233725,184,978469,184
2018-06-20,3124836,1,742564,175
2018-06-20,2331719,2,742564,175
2018-06-20,2095952,3,742564,175
2018-06-20,1753704,5,742564,175
2018-06-20,1616109,6,742564,175
2018-06-20,1340616,7,742564,175
2018-06-20,1289630,8,742564,175
2018-06-20,986496,17,742564,175
2018-06-20,964596,18,742564,175
2018-06-20,764002,25,742564,175
2018-06-20,714598,28,742564,175
2018-06-20,681676,33,742564,175
2018-06-20,571543,41,742564,175
2018-06-20,547184,43,742564,175
2018-06-20,464111,60,742564,175
2018-06-20,439375,62,742564,175
2018-06-20,421019,67,742564,175
2018-06-20,419135,68,742564,175
